 Supply Air Temperature, Supply Air Temperature Heating Set Point, Supply Air Temperature Cooling Set Point, Outdoor Air Temperature, Mixed Air Temperature, Return Air Temperature, Outdoor Air Damper Control Signal  , Return Air Damper Control Signal, Exhaust Air Damper Control Signal    , Cooling Coil Valve Control Signal, Heating Coil Valve Control Signal,fault type
63.03,50.0,62.02,67.82,66.41,68.36,1.0,0.0,0.5,0.19503222,0.0,Normal
65.6,50.0,65.97,66.62,64.99,69.68,1.0,0.04339344,0.4783033,0.0,0.0,Normal
62.72,50.0,62.42,69.27,67.22,69.43,1.0,0.0,0.5,0.06112453,0.0,Normal
67.99,50.0,66.77,68.69,65.19,69.32,1.0,0.0,0.5,0.112821004,0.0,Normal
69.25,50.0,70.68,64.54,67.64,70.7,1.0,0.51426731,0.24286634,0.0,0.0,Normal
63.05,50.0,63.4,68.01,66.27,69.77,1.0,0.0,0.5,0.34919556,0.0,Normal
57.78,50.0,59.65,67.82,65.6,68.81,1.0,0.0,0.5,0.12003928,0.0,Normal
69.0,67.87,86.0,61.32,67.98,69.65,0.15,1.0,0.0,0.0,0.14982284,Normal
66.87,50.0,63.93,68.27,66.97,69.61,1.0,0.0,0.5,0.12954517,0.0,Normal
67.42,50.0,68.31,66.38,64.18,70.17,1.0,0.01710107,0.49144947,0.0,0.0,Normal
61.7,50.0,62.53,69.79,67.04,69.25,1.0,0.0,0.5,0.02711073,0.0,Normal
59.27,50.0,59.42,68.04,66.01,69.02,1.0,0.0,0.5,0.49453312,0.0,Normal
71.32,70.81,86.0,60.96,68.51,70.82,0.15,1.0,0.0,0.0,0.2078723,Normal
65.12,50.0,62.77,69.84,67.86,69.46,1.0,0.0,0.5,0.3634919,0.0,Normal
70.58,50.0,86.0,64.24,70.06,71.51,0.15,1.0,0.0,0.0,0.0,Normal
72.57,72.15,86.0,60.69,68.69,71.33,0.15,1.0,0.0,0.0,0.24722363,Normal
72.15,50.0,77.67,66.7,71.63,73.05,0.15,1.0,0.0,0.0,0.0,Normal
67.71,50.0,61.94,67.56,65.76,73.13,1.0,0.0,0.5,0.572002435,0.0,Normal
78.66,78.42,86.0,59.15,67.3,70.48,0.15,1.0,0.0,0.0,0.51554632,Normal
66.55,50.0,66.17,68.69,66.23,68.94,1.0,0.176234164,0.411882907,0.026344305,0.0,Normal
64.64,50.0,64.05,70.11,68.89,68.05,1.0,0.367705892,0.316147053,0.068004333,0.0,Normal
63.02,50.0,62.3,69.84,67.51,69.47,1.0,0.0,0.5,0.40499435,0.0,Normal
72.24,50.0,65.62,66.75,71.02,73.5,1.0,0.03831775,0.4808411,0.0,0.0,Normal
69.49,55.0,86.0,62.74,68.58,70.45,0.15,1.0,0.0,0.0,0.0,Normal
71.96,50.0,63.73,66.75,67.48,73.38,1.0,0.08767005,0.45616497,0.0,0.0,Normal
61.39,50.0,62.0,67.82,66.43,68.35,1.0,0.0,0.5,0.077427733,0.0,Normal
60.87,50.0,62.22,68.04,67.65,67.81,1.0,0.66235214,0.16882395,0.0,0.0,Normal
70.67,50.0,86.0,64.24,70.12,71.58,0.15,1.0,0.0,0.0,0.0,Normal
60.61,50.0,62.31,68.68,66.74,68.11,1.0,0.13425288,0.43287357,0.0,0.0,Normal
65.35,50.0,63.03,69.53,67.96,68.36,1.0,0.0,0.5,0.18594116,0.0,Normal
65.25,50.0,63.96,70.38,67.17,67.98,1.0,0.0,0.5,0.26303848,0.0,Normal
60.03,50.0,64.75,68.85,68.47,67.78,0.50912834,1.0,0.0,0.0,0.0,Normal
70.46,50.0,86.0,64.24,69.9,71.42,0.15,1.0,0.0,0.0,0.0,Normal
68.18,50.0,66.67,66.62,64.88,69.87,1.0,0.0,0.5,0.26227257,0.0,Normal
65.33,50.0,61.96,67.56,67.33,69.84,1.0,0.0334398,0.48328011,0.0,0.0,Normal
63.68,50.0,65.12,68.69,67.05,68.6,1.0,0.482724203,0.258637898,0.0,0.0,Normal
69.18,50.0,70.68,64.54,67.58,70.68,1.0,0.51426731,0.24286634,0.0,0.0,Normal
67.87,50.0,61.96,67.56,66.21,70.13,1.0,0.005851965,0.497074019,0.150495629,0.0,Normal
72.52,50.0,69.93,66.75,72.2,73.52,0.458504317,1.0,0.0,0.0,0.0,Normal
60.98,50.0,62.63,68.46,67.26,68.6,1.0,0.0,0.5,0.247186844,0.0,Normal
72.55,50.0,71.47,66.7,72.02,73.48,0.15,1.0,0.0,0.0,0.0,Normal
62.78,50.0,62.04,67.86,66.85,68.84,1.0,0.0,0.5,0.48066921,0.0,Normal
70.87,50.0,86.0,64.93,70.32,71.8,0.15,1.0,0.0,0.0,0.0,Normal
70.75,50.0,86.0,64.93,70.2,71.69,0.15,1.0,0.0,0.0,0.0,Normal
70.33,50.0,73.19,65.9,70.27,71.28,0.68567871,1.0,0.0,0.0,0.0,Normal
73.32,72.82,86.0,60.69,69.21,72.25,0.15,1.0,0.0,0.0,0.18794609,Normal
59.56,50.0,61.76,68.68,66.47,68.63,1.0,0.00559387,0.497203065,0.274182895,0.0,Normal
69.93,50.0,86.0,62.99,69.3,70.9,0.15,1.0,0.0,0.0,0.0,Normal
69.15,63.76,86.0,62.11,68.34,69.87,0.15,1.0,0.0,0.0,0.0,Normal
72.17,50.0,76.34,66.7,71.75,73.11,0.15,1.0,0.0,0.0,0.0,Normal
74.49,74.46,86.0,60.32,69.46,72.86,0.15,1.0,0.0,0.0,0.20961056,Normal
69.1,50.0,70.68,64.54,67.64,70.63,1.0,0.51426731,0.24286634,0.0,0.0,Normal
63.81,50.0,60.49,68.5,66.14,69.84,1.0,0.0,0.5,0.97923325,0.0,Normal
69.1,65.53,86.0,62.11,68.25,69.78,0.15,1.0,0.0,0.0,0.0,Normal
61.3,50.0,62.42,69.27,67.58,69.45,1.0,0.0,0.5,0.06112453,0.0,Normal
72.78,76.45,86.0,59.74,69.04,72.34,0.15,1.0,0.0,0.0,0.298099951,Normal
70.29,70.08,86.0,60.96,68.4,70.47,0.15,1.0,0.0,0.0,0.26331177,Normal
68.45,50.0,66.87,68.69,65.15,69.62,1.0,0.0,0.5,0.271518869,0.0,Normal
63.01,50.0,61.77,67.63,66.4,70.36,1.0,0.0,0.5,0.21794697,0.0,Normal
68.04,50.0,66.61,66.62,64.84,69.76,1.0,0.0,0.5,0.17667763,0.0,Normal
71.18,71.55,86.0,60.69,68.61,70.93,0.15,1.0,0.0,0.0,0.26710392,Normal
70.26,50.0,72.23,65.9,70.12,71.21,0.88850616,1.0,0.0,0.0,0.0,Normal
70.36,50.0,72.7,65.9,70.28,71.27,0.657426181,1.0,0.0,0.0,0.0,Normal
74.36,77.68,86.0,59.74,68.95,72.48,0.15,1.0,0.0,0.0,0.29231421,Normal
68.26,50.0,65.88,68.69,65.29,69.72,1.0,0.0,0.5,0.35149014,0.0,Normal
63.73,50.0,64.62,70.65,67.73,68.62,1.0,0.36538345,0.31730827,0.0,0.0,Normal
69.01,67.87,86.0,61.32,67.91,69.67,0.15,1.0,0.0,0.0,0.14982284,Normal
70.05,69.2,86.0,61.44,68.07,70.23,0.15,1.0,0.0,0.0,0.19783613,Normal
62.98,50.0,62.53,69.79,67.48,69.2,1.0,0.0,0.5,0.093685998,0.0,Normal
68.33,50.0,67.76,66.21,64.65,70.09,1.0,0.0,0.5,0.190552569,0.0,Normal
69.01,66.57,86.0,62.11,68.17,69.69,0.15,1.0,0.0,0.0,0.007925033,Normal
61.59,50.0,62.42,69.27,67.44,69.45,1.0,0.0,0.5,0.06112453,0.0,Normal
67.63,50.0,63.93,68.27,67.02,69.66,1.0,0.0,0.5,0.423240093,0.0,Normal
66.7,50.0,63.58,70.11,68.28,68.71,1.0,0.0,0.5,0.68079453,0.0,Normal
70.4,50.0,86.0,64.24,69.79,71.31,0.15,1.0,0.0,0.0,0.0,Normal
66.36,50.0,64.68,69.84,66.11,69.06,1.0,0.0,0.5,0.336533375,0.0,Normal
67.72,50.0,66.31,69.41,67.09,69.16,1.0,0.0,0.5,0.2391427,0.0,Normal
69.9,69.2,86.0,61.44,68.07,70.19,0.15,1.0,0.0,0.0,0.19783613,Normal
63.47,50.0,62.03,67.63,66.84,70.21,1.0,0.0,0.5,0.05844675,0.0,Normal
67.6,74.23,86.0,59.2,65.83,67.73,0.15,1.0,0.0,0.0,0.14478057,Normal
67.83,50.0,68.95,66.38,63.72,70.17,1.0,0.0,0.5,0.0239509,0.0,Normal
62.46,50.0,62.22,68.04,67.22,67.81,1.0,0.20422617,0.397886916,0.031746811,0.0,Normal
68.03,50.0,66.67,66.62,64.76,69.94,1.0,0.0,0.5,0.26227257,0.0,Normal
65.81,50.0,66.17,68.69,66.54,68.76,1.0,0.32171108,0.33914444,0.0,0.0,Normal
58.84,50.0,63.38,68.85,66.46,69.03,1.0,0.0,0.5,0.551352788,0.0,Normal
72.5,50.0,73.54,66.7,72.0,73.43,0.15,1.0,0.0,0.0,0.0,Normal
60.84,50.0,64.57,70.65,68.21,68.9,1.0,0.21680582,0.3915971,0.0,0.0,Normal
68.64,50.0,70.37,65.89,66.69,70.43,1.0,0.3672234,0.3163883,0.0,0.0,Normal
65.15,50.0,63.93,69.27,66.97,69.37,1.0,0.0,0.5,0.56998825,0.0,Normal
64.84,50.0,66.17,68.69,66.59,68.63,1.0,0.32171108,0.33914444,0.0,0.0,Normal
64.29,50.0,62.1,68.68,67.77,69.01,1.0,0.0,0.5,1.0,0.0,Normal
57.7,50.0,62.64,69.79,67.88,69.29,1.0,0.312253524,0.339216526,0.231537615,0.0,Normal
62.25,50.0,62.31,68.68,66.91,68.04,1.0,0.122569295,0.438715356,0.051424968,0.0,Normal
68.88,50.0,70.25,64.54,67.37,70.53,1.0,0.486133,0.2569335,0.0,0.0,Normal
64.86,50.0,63.41,67.86,66.67,68.08,1.0,0.29338236,0.35330883,0.0,0.0,Normal
58.34,50.0,59.42,67.82,66.04,68.92,1.0,0.0,0.5,0.368482697,0.0,Normal
68.35,50.0,62.99,68.5,66.2,69.67,1.0,0.0,0.5,0.660952572,0.0,Normal
61.54,50.0,63.97,69.77,67.93,67.61,1.0,0.4331992,0.2834004,0.0,0.0,Normal
60.69,50.0,63.04,68.27,67.74,68.3,1.0,0.50736454,0.24631773,0.0,0.0,Normal
67.21,50.0,62.84,68.04,65.2,68.63,1.0,0.0,0.5,0.229960651,0.0,Normal
69.05,68.34,86.0,61.32,67.92,69.69,0.15,1.0,0.0,0.0,0.166302058,Normal
69.33,50.0,70.68,64.54,67.81,70.76,1.0,0.52034692,0.239456162,0.0,0.0,Normal
71.0,50.0,86.0,64.93,70.44,71.95,0.15,1.0,0.0,0.0,0.0,Normal
72.21,72.49,86.0,60.69,68.61,71.31,0.15,1.0,0.0,0.0,0.311704593,Normal
59.85,50.0,62.19,69.77,66.73,68.94,1.0,0.0,0.5,0.01842335,0.0,Normal
62.68,50.0,61.76,68.68,66.85,68.67,1.0,0.0,0.5,0.40366142,0.0,Normal
63.55,50.0,63.44,68.01,68.34,69.29,1.0,0.58530441,0.20734779,0.0,0.0,Normal
72.12,50.0,77.67,66.7,71.61,73.0,0.15,1.0,0.0,0.0,0.0,Normal
72.58,74.46,86.0,60.32,69.15,72.21,0.15,1.0,0.0,0.0,0.231046347,Normal
70.43,50.0,86.0,64.24,69.84,71.36,0.15,1.0,0.0,0.0,0.0,Normal
59.18,50.0,62.71,70.11,68.61,68.38,1.0,0.156036196,0.421981913,0.0,0.0,Normal
66.49,50.0,63.09,69.79,67.23,69.21,1.0,0.0,0.5,0.20786753,0.0,Normal
73.78,75.58,86.0,60.32,69.37,72.81,0.15,1.0,0.0,0.0,0.09587537,Normal
66.81,50.0,65.81,69.41,66.2,69.55,1.0,0.0,0.5,0.41966049,0.0,Normal
62.21,50.0,63.41,67.86,66.56,67.79,1.0,0.29338236,0.35330883,0.0,0.0,Normal
69.86,50.0,70.62,65.61,68.37,71.02,1.0,0.65266335,0.17366835,0.0,0.0,Normal
71.59,50.0,83.37,65.62,71.12,72.53,0.15,1.0,0.0,0.0,0.0,Normal
67.83,50.0,67.58,66.21,64.78,69.98,1.0,0.0,0.5,0.13657629,0.0,Normal
61.33,50.0,64.0,70.38,67.6,68.57,1.0,0.0,0.5,0.606573027,0.0,Normal
64.34,50.0,62.98,67.47,66.67,68.65,1.0,0.0,0.5,0.22856043,0.0,Normal
63.66,50.0,63.48,68.46,66.8,68.33,1.0,0.0,0.5,0.10867109,0.0,Normal
60.41,50.0,62.31,67.47,66.39,68.94,1.0,0.0,0.5,0.6081332,0.0,Normal
72.98,73.75,86.0,60.57,68.85,71.99,0.15,1.0,0.0,0.0,0.28285078,Normal
66.2,50.0,65.56,70.65,67.0,68.68,1.0,0.0,0.5,0.19721983,0.0,Normal
62.36,50.0,63.05,68.27,66.66,69.63,1.0,0.00486321,0.4975684,0.0,0.0,Normal
72.3,50.0,67.86,66.75,72.13,73.51,0.43318867,1.0,0.0,0.0,0.0,Normal
68.19,50.0,70.04,65.89,66.92,70.31,1.0,0.47249107,0.26375446,0.0,0.0,Normal
62.54,50.0,65.19,70.65,67.9,69.22,1.0,0.009033576,0.495483212,0.493418146,0.0,Normal
70.43,50.0,73.92,65.9,70.48,71.28,0.207902961,1.0,0.0,0.0,0.0,Normal
70.52,78.86,86.0,59.15,67.36,70.14,0.15,1.0,0.0,0.0,0.71152824,Normal
66.75,50.0,64.0,70.38,68.55,68.41,1.0,0.0,0.5,0.64214508,0.0,Normal
60.53,50.0,60.94,69.53,67.54,68.45,1.0,0.0,0.5,0.103924109,0.0,Normal
68.2,50.0,66.31,69.41,67.38,69.28,1.0,0.0,0.5,0.2391427,0.0,Normal
71.9,50.0,79.17,65.62,71.53,72.84,0.15,1.0,0.0,0.0,0.0,Normal
57.3,50.0,62.9,68.85,66.59,68.82,1.0,0.0,0.5,0.35227722,0.0,Normal
60.45,50.0,62.0,67.82,66.29,68.36,1.0,0.0,0.5,0.23772945,0.0,Normal
63.27,50.0,63.97,69.77,67.72,67.71,1.0,0.4331992,0.2834004,0.0,0.0,Normal
72.63,50.0,69.93,66.75,72.26,73.56,0.46158005,1.0,0.0,0.0,0.0,Normal
73.73,77.68,86.0,59.74,68.75,72.11,0.15,1.0,0.0,0.0,0.466486922,Normal
67.75,50.0,62.6,67.63,66.95,70.33,1.0,0.0,0.5,0.40098415,0.0,Normal
64.44,50.0,62.58,68.46,66.65,68.56,1.0,0.0,0.5,0.39105824,0.0,Normal
64.54,50.0,62.58,68.46,66.83,68.6,1.0,0.0,0.5,0.39105824,0.0,Normal
72.27,50.0,67.86,66.75,72.2,73.49,0.759105185,0.696045132,0.151977433,0.0,0.0,Normal
64.39,50.0,62.77,69.84,67.76,69.47,1.0,0.0,0.5,0.422867008,0.0,Normal
68.27,50.0,62.6,67.56,66.59,70.23,1.0,0.0,0.5,0.40098415,0.0,Normal
67.96,50.0,69.65,65.89,65.81,70.27,1.0,0.314518607,0.342740704,0.0,0.0,Normal
67.8,50.0,69.65,65.89,65.26,70.24,1.0,0.29546633,0.35226685,0.0,0.0,Normal
69.4,68.84,86.0,61.44,67.91,69.98,0.15,1.0,0.0,0.0,0.20338211,Normal
74.3,75.62,86.0,60.32,68.9,71.94,0.15,1.0,0.0,0.0,0.46508579,Normal
66.52,50.0,62.46,67.63,66.84,70.19,1.0,0.0,0.5,0.49914352,0.0,Normal
67.21,50.0,67.63,66.38,65.26,70.29,1.0,0.0,0.5,0.28292997,0.0,Normal
64.28,50.0,63.4,68.01,66.4,69.76,1.0,0.0,0.5,0.34919556,0.0,Normal
70.66,50.0,86.0,64.24,70.06,71.52,0.15,1.0,0.0,0.0,0.0,Normal
62.3,50.0,63.03,69.53,67.52,68.36,1.0,0.0,0.5,0.18594116,0.0,Normal
74.5,73.71,86.0,60.69,69.33,72.44,0.15,1.0,0.0,0.0,0.146143064,Normal
62.04,50.0,63.44,68.01,67.89,69.67,1.0,0.58530441,0.20734779,0.0,0.0,Normal
72.16,74.11,86.0,60.57,68.98,71.9,0.15,1.0,0.0,0.0,0.39578079,Normal
64.71,50.0,63.93,68.27,67.44,69.56,1.0,0.0,0.5,0.12954517,0.0,Normal
69.66,50.37,86.0,62.99,69.03,70.66,0.15,1.0,0.0,0.0,0.0,Normal
58.82,50.0,62.31,67.47,66.42,68.81,1.0,0.021539901,0.48923005,0.477212187,0.0,Normal
67.14,50.0,64.23,69.77,66.58,68.59,1.0,0.0,0.5,0.254864898,0.0,Normal
71.02,50.0,86.0,64.93,70.47,71.96,0.15,1.0,0.0,0.0,0.0,Normal
59.57,50.0,62.56,69.77,68.94,67.7,1.0,0.800522138,0.099738941,0.0,0.0,Normal
70.56,50.0,61.94,67.56,65.76,73.24,1.0,0.0,0.5,0.57085892,0.0,Normal
68.42,50.0,67.58,66.38,64.55,70.22,1.0,0.0,0.5,0.245809843,0.0,Normal
69.54,50.0,70.42,64.54,67.56,70.91,1.0,0.44265591,0.27867205,0.0,0.0,Normal
62.35,50.0,62.46,67.63,66.34,70.18,1.0,0.0,0.5,0.469877974,0.0,Normal
63.62,50.0,63.92,71.18,68.56,68.86,1.0,0.0,0.5,0.096834,0.0,Normal
67.14,50.0,65.56,70.65,67.82,68.76,1.0,0.0,0.5,0.19721983,0.0,Normal
64.83,50.0,62.46,67.63,66.59,70.2,1.0,0.0,0.5,0.49914352,0.0,Normal
71.34,50.0,84.53,65.62,70.94,72.24,0.15,1.0,0.0,0.0,0.0,Normal
69.48,57.91,86.0,62.74,68.59,70.32,0.15,1.0,0.0,0.0,0.0,Normal
67.79,50.0,66.67,66.62,64.96,70.01,1.0,0.0,0.5,0.26440396,0.0,Normal
70.32,50.0,72.7,65.9,70.32,71.22,0.65619781,1.0,0.0,0.0,0.0,Normal
69.89,50.0,70.62,65.61,68.19,71.05,1.0,0.65266335,0.17366835,0.0,0.0,Normal
69.46,59.2,86.0,62.57,68.67,70.28,0.15,1.0,0.0,0.0,0.0,Normal
67.37,50.0,63.98,69.77,66.74,68.74,1.0,0.0,0.5,0.60428425,0.0,Normal
69.87,50.0,86.0,62.99,69.28,70.82,0.15,1.0,0.0,0.0,0.0,Normal
71.55,50.0,83.37,65.62,71.08,72.47,0.15,1.0,0.0,0.0,0.0,Normal
70.16,50.0,86.0,62.99,69.6,71.11,0.15,1.0,0.0,0.0,0.0,Normal
68.96,66.87,86.0,61.32,68.03,69.63,0.15,1.0,0.0,0.0,0.05476979,Normal
77.07,78.41,86.0,59.15,68.09,71.57,0.15,1.0,0.0,0.0,0.08957399,Normal
67.18,50.0,66.89,66.62,64.78,69.63,1.0,0.0,0.5,0.11237378,0.0,Normal
69.42,50.0,70.49,64.54,67.74,70.81,1.0,0.47369587,0.26315207,0.0,0.0,Normal
76.76,76.31,86.0,60.32,69.77,73.4,0.15,1.0,0.0,0.0,0.124934535,Normal
69.4,59.2,86.0,62.57,68.68,70.22,0.15,1.0,0.0,0.0,0.0,Normal
71.14,50.0,85.37,64.93,70.62,72.11,0.15,1.0,0.0,0.0,0.0,Normal
63.15,50.0,63.98,69.77,66.44,68.96,1.0,0.0,0.5,0.60428425,0.0,Normal
65.05,50.0,63.92,71.18,68.21,68.86,1.0,0.0,0.5,0.096834,0.0,Normal
69.2,62.94,86.0,62.57,68.46,69.99,0.15,1.0,0.0,0.0,0.0,Normal
58.44,50.0,62.04,67.86,66.52,68.78,1.0,0.199936913,0.400031545,0.262994869,0.0,Normal
60.6,50.0,61.96,68.01,66.5,69.9,1.0,0.093979311,0.451353397,0.008128299,0.0,Normal
66.97,50.0,65.65,69.41,67.98,68.93,1.0,0.144553286,0.431289356,0.136237009,0.0,Normal
65.67,50.0,62.74,68.04,64.92,68.18,1.0,0.0,0.5,0.09666887,0.0,Normal
67.74,50.0,68.31,66.38,63.83,70.17,1.0,0.012683294,0.493800866,0.010554564,0.0,Normal
64.68,50.0,63.62,67.86,66.25,68.78,1.0,0.0,0.5,0.432987431,0.0,Normal
73.83,73.88,86.0,60.57,68.98,72.15,0.15,1.0,0.0,0.0,0.212504879,Normal
66.73,50.0,62.47,67.63,66.94,70.14,1.0,0.0,0.5,0.28290363,0.0,Normal
62.59,50.0,63.56,70.11,67.89,68.0,1.0,0.40574463,0.29712769,0.0,0.0,Normal
64.01,50.0,62.94,67.47,66.17,68.91,1.0,0.0,0.5,0.53085835,0.0,Normal
59.84,50.0,59.65,67.82,65.93,68.5,1.0,0.0,0.5,0.1391792,0.0,Normal
72.18,50.0,65.62,66.75,68.05,73.47,1.0,0.042841711,0.478579121,0.0,0.0,Normal
69.92,50.0,70.62,65.61,68.17,71.07,1.0,0.594330667,0.202834659,0.0,0.0,Normal
59.06,50.0,62.0,67.82,66.79,68.48,1.0,0.0,0.5,0.23772945,0.0,Normal
61.08,50.0,64.05,70.11,69.2,68.14,1.0,0.61097572,0.19451214,0.0,0.0,Normal
68.39,69.84,86.0,59.2,67.73,67.87,0.01625,1.0,0.0,0.0,0.0,Normal
67.9,50.0,67.58,66.38,64.62,70.28,1.0,0.0,0.5,0.271944996,0.0,Normal
71.31,71.09,86.0,60.96,68.57,70.84,0.15,1.0,0.0,0.0,0.27295732,Normal
62.03,50.0,62.63,68.46,66.91,68.62,1.0,0.0,0.5,0.3373946,0.0,Normal
59.92,50.0,62.64,69.79,67.6,69.4,1.0,0.0,0.5,0.83088287,0.0,Normal
64.82,50.0,63.31,69.53,67.76,68.62,1.0,0.0,0.5,0.72850372,0.0,Normal
70.36,50.0,73.19,65.9,70.26,71.29,0.68567871,1.0,0.0,0.0,0.0,Normal
71.0,70.81,86.0,60.96,68.48,70.77,0.15,1.0,0.0,0.0,0.208007542,Normal
70.71,50.0,86.0,64.24,70.15,71.64,0.15,1.0,0.0,0.0,0.0,Normal
59.39,50.0,62.04,67.86,66.88,68.84,1.0,0.0,0.5,0.48066921,0.0,Normal
63.68,50.0,64.4,71.18,69.05,68.88,1.0,0.0,0.5,0.429286653,0.0,Normal
62.42,50.0,60.2,67.56,65.98,72.72,1.0,0.0,0.5,0.58333363,0.0,Normal
61.9,50.0,63.05,68.27,66.09,69.7,1.0,0.00486321,0.4975684,0.0,0.0,Normal
72.89,75.58,86.0,60.32,69.15,72.41,0.15,1.0,0.0,0.0,0.181600816,Normal
62.12,50.0,61.51,68.04,65.58,69.09,1.0,0.0,0.5,0.650017178,0.0,Normal
64.49,50.0,66.13,66.62,64.54,69.78,1.0,0.00180806,0.499095971,0.13762013,0.0,Normal
69.39,59.96,86.0,62.57,68.64,70.18,0.15,1.0,0.0,0.0,0.0,Normal
63.79,50.0,62.74,68.04,65.92,67.93,1.0,0.0,0.5,0.09666887,0.0,Normal
65.49,50.0,65.81,68.5,68.61,68.15,0.998747472,0.596267692,0.201866163,0.000467565,0.0,Normal
69.07,65.53,86.0,62.11,68.25,69.78,0.15,1.0,0.0,0.0,0.0,Normal
66.32,50.0,65.55,68.5,67.61,68.49,1.0,0.0,0.5,0.01122156,0.0,Normal
67.26,50.0,63.09,69.79,67.46,69.26,1.0,0.0,0.5,0.595008751,0.0,Normal
67.22,50.0,66.87,66.21,64.77,69.98,1.0,0.0,0.5,0.089439244,0.0,Normal
58.97,50.0,60.94,69.53,67.71,68.57,1.0,0.0,0.5,0.0980827,0.0,Normal
71.43,71.09,86.0,60.96,68.55,70.81,0.15,1.0,0.0,0.0,0.27295732,Normal
66.93,50.0,67.63,66.38,65.15,70.29,1.0,0.0,0.5,0.28292997,0.0,Normal
68.79,50.0,70.25,65.89,67.38,70.5,1.0,0.486133,0.2569335,0.0,0.0,Normal
60.89,50.0,62.04,67.86,67.21,68.87,1.0,0.0,0.5,0.48066921,0.0,Normal
66.83,50.0,66.87,66.21,65.05,69.99,1.0,0.0,0.5,0.08651925,0.0,Normal
63.68,50.0,62.19,67.63,66.83,70.4,1.0,0.0,0.5,0.305487778,0.0,Normal
72.35,50.0,74.69,66.7,71.94,73.25,0.15,1.0,0.0,0.0,0.0,Normal
64.22,50.0,63.21,69.79,66.15,69.26,1.0,0.0,0.5,0.47114094,0.0,Normal
66.03,50.0,64.48,68.01,67.37,69.2,1.0,0.0,0.5,0.0975449,0.0,Normal
60.55,50.0,60.49,68.5,66.7,69.82,1.0,0.0,0.5,0.583853677,0.0,Normal
63.44,50.0,63.05,68.27,67.35,69.58,1.0,0.019362074,0.490318965,0.007556802,0.0,Normal
65.35,50.0,62.03,67.63,66.72,70.13,1.0,0.0,0.5,0.171984543,0.0,Normal
64.41,50.0,63.76,69.84,67.42,68.54,1.0,0.19540064,0.40229969,0.0,0.0,Normal
69.35,59.96,86.0,62.57,68.58,70.15,0.15,1.0,0.0,0.0,0.0,Normal
69.48,50.0,70.49,64.54,67.64,70.85,1.0,0.47369587,0.26315207,0.0,0.0,Normal
67.94,74.23,86.0,59.2,66.02,67.83,0.15,1.0,0.0,0.0,0.14478057,Normal
70.16,50.0,71.5,65.61,69.46,71.17,1.0,0.85470703,0.07264648,0.0,0.0,Normal
72.39,50.0,74.69,66.7,72.02,73.31,0.15,1.0,0.0,0.0,0.0,Normal
