 Supply Air Temperature, Supply Air Temperature Heating Set Point, Supply Air Temperature Cooling Set Point, Outdoor Air Temperature, Mixed Air Temperature, Return Air Temperature, Outdoor Air Damper Control Signal  , Return Air Damper Control Signal, Exhaust Air Damper Control Signal    , Cooling Coil Valve Control Signal, Heating Coil Valve Control Signal,fault type
68.16,54.76,86,60.54,66.46,69.48,0.15,1,0,0,0,F1
68.1,54.7,86,60.54,66.44,69.44,0.15,1,0,0,0,F1
68.04,54.98,86,60.54,66.39,69.41,0.15,1,0,0,0,F1
67.99,55.56,86,60.54,66.33,69.37,0.15,1,0,0,0,F1
67.94,55.28,86,60.54,66.32,69.33,0.15,1,0,0,0,F1
67.89,55.76,86,60.54,66.32,69.3,0.15,1,0,0,0,F1
67.84,55.82,86,60.54,66.23,69.24,0.15,1,0,0,0,F1
67.8,56.24,86,60.54,66.22,69.23,0.15,1,0,0,0,F1
67.77,56.61,86,60.54,66.2,69.19,0.15,1,0,0,0,F1
67.73,56.52,86,60.54,66.15,69.16,0.15,1,0,0,0,F1
67.7,56.84,86,60.54,66.06,69.14,0.15,1,0,0,0,F1
67.67,56.85,86,60.54,66.02,69.13,0.15,1,0,0,0,F1
67.63,57.19,86,59.33,65.98,69.11,0.15,1,0,0,0,F1
67.59,57.48,86,59.33,65.95,69.06,0.15,1,0,0,0,F1
67.54,57.82,86,59.33,65.86,69.04,0.15,1,0,0,0,F1
67.5,57.91,86,59.33,65.83,69.01,0.15,1,0,0,0,F1
67.45,58.44,86,59.33,65.78,68.99,0.15,1,0,0,0,F1
67.39,58.66,86,59.33,65.73,68.94,0.15,1,0,0,0,F1
67.34,58.69,86,59.33,65.69,68.92,0.15,1,0,0,0,F1
67.29,59.19,86,59.33,65.63,68.9,0.15,1,0,0,0,F1
67.24,59.14,86,59.33,65.56,68.88,0.15,1,0,0,0,F1
67.18,59.5,86,59.33,65.51,68.83,0.15,1,0,0,0,F1
67.13,59.7,86,59.33,65.5,68.79,0.15,1,0,0,0,F1
67.09,60.09,86,59.33,65.49,68.74,0.15,1,0,0,0,F1
67.05,59.9,86,59.33,65.48,68.71,0.15,1,0,0,0,F1
67.01,60.52,86,59.33,65.46,68.68,0.15,1,0,0,0,F1
66.99,60.93,86,59.33,65.47,68.65,0.15,1,0,0,0,F1
66.97,60.86,86,56.39,65.53,68.62,0.15,1,0,0,0,F1
66.96,60.94,86,56.39,65.56,68.61,0.15,1,0,0,0,F1
66.95,61.3,86,56.39,65.54,68.59,0.15,1,0,0,0,F1
66.94,61.4,86,56.39,65.47,68.56,0.15,1,0,0,0,F1
66.93,61.9,86,56.39,65.45,68.53,0.15,1,0,0,0,F1
66.91,62.39,86,56.39,65.43,68.51,0.15,1,0,0,0,F1
66.89,62.51,86,56.39,65.38,68.5,0.15,1,0,0,0,F1
66.86,62.78,86,56.39,65.33,68.5,0.15,1,0,0,0,F1
66.84,62.93,86,56.39,65.31,68.48,0.15,1,0,0,0,F1
66.83,63.19,86,56.39,65.32,68.47,0.15,1,0,0,0,F1
66.79,63.5,86,56.39,65.28,68.47,0.15,1,0,0,0,F1
66.75,63.93,86,56.39,65.24,68.45,0.15,1,0,0,0,F1
66.73,63.87,86,56.39,65.19,68.42,0.15,1,0,0,0,F1
66.7,64.01,86,56.39,65.2,68.41,0.15,1,0,0,0,F1
66.66,64.47,86,56.39,65.17,68.41,0.15,1,0,0,0,F1
66.64,64.4,86,56.88,65.16,68.36,0.15,1,0,0,0,F1
66.62,65.01,86,56.88,65.2,68.34,0.15,1,0,0,0,F1
66.59,65.02,86,56.88,65.2,68.34,0.15,1,0,0,0,F1
66.59,65.49,86,56.88,65.21,68.33,0.15,1,0,0,0,F1
66.56,65.63,86,56.88,65.18,68.31,0.15,1,0,0,0,F1
66.56,65.89,86,56.88,65.15,68.3,0.15,1,0,0,0,F1
66.54,66.13,86,56.88,65.15,68.27,0.15,1,0,0,0,F1
66.53,66.47,86,56.88,65.14,68.3,0.15,1,0,0,0,F1
66.52,66.58,86,56.88,65.15,68.28,0.15,1,0,0,0,F1
66.51,66.82,86,56.88,65.11,68.27,0.15,1,0,0,0,F1
66.51,66.9,86,56.88,65.07,68.25,0.15,1,0,0,0,F1
66.5,67.36,86,56.88,65.1,68.26,0.15,1,0,0,0,F1
66.49,67.24,86,56.88,65.11,68.27,0.15,1,0,0,0,F1
66.48,67.42,86,56.88,65.06,68.23,0.15,1,0,0,0,F1
66.48,67.76,86,56.88,65.03,68.23,0.15,1,0,0,0.000631483,F1
66.47,67.9,86,56.3,65.01,68.25,0.15,1,0,0,0.005024281,F1
66.46,68.03,86,56.3,65.04,68.24,0.15,1,0,0,0.010753797,F1
66.45,68.45,86,56.3,65.07,68.23,0.15,1,0,0,0.031681949,F1
66.44,68.27,86,56.3,65.08,68.23,0.15,1,0,0,0.050377586,F1
66.43,68.86,86,56.3,65.05,68.22,0.15,1,0,0,0.078248591,F1
66.44,68.99,86,56.3,65.07,68.21,0.15,1,0,0,0.094325601,F1
66.42,69.42,86,56.3,65.09,68.19,0.15,1,0,0,0.122124929,F1
66.42,69.18,86,56.3,65.14,68.21,0.15,1,0,0,0.131226663,F1
66.42,69.77,86,56.3,65.13,68.22,0.15,1,0,0,0.153002451,F1
66.43,69.97,86,56.3,65.13,68.21,0.15,1,0,0,0.184173725,F1
66.42,69.74,86,56.3,65.19,68.2,0.15,1,0,0,0.204076172,F1
66.44,70.15,86,56.3,65.23,68.2,0.15,1,0,0,0.22825647,F1
66.43,70.46,86,56.3,65.25,68.18,0.15,1,0,0,0.251435203,F1
66.47,70.59,86,56.3,65.26,68.18,0.15,1,0,0,0.273002474,F1
66.49,70.91,86,56.3,65.23,68.15,0.15,1,0,0,0.287050051,F1
66.54,70.93,86,56.27,65.32,68.19,0.15,1,0,0,0.307179508,F1
66.62,71.17,86,56.27,65.36,68.21,0.15,1,0,0,0.342762969,F1
66.67,71.09,86,56.27,65.39,68.25,0.15,1,0,0,0.358062483,F1
66.63,71.4,86,56.27,65.42,68.25,0.15,1,0,0,0.375368461,F1
66.68,70.91,86,56.27,65.47,68.27,0.15,1,0,0,0.373445012,F1
67.28,71.35,86,56.27,65.56,68.34,0.15,1,0,0,0.375751717,F1
68.44,71.46,86,56.27,65.67,68.49,0.15,1,0,0,0.329589205,F1
69.48,71,86,56.27,65.86,68.72,0.15,1,0,0,0.247861935,F1
69.68,70.61,86,56.27,66.03,68.98,0.15,1,0,0,0.208366828,F1
69.29,70.94,86,56.27,66.18,69.13,0.15,1,0,0,0.208259709,F1
68.78,70.04,86,56.27,66.25,69.23,0.15,1,0,0,0.217569289,F1
68.41,69.83,86,56.27,66.29,69.24,0.15,1,0,0,0.227051402,F1
68.17,69.7,86,56.27,66.3,69.26,0.15,1,0,0,0.24394464,F1
68.05,69.43,86,56.27,66.33,69.25,0.15,1,0,0,0.239718516,F1
68,69.07,86,56.27,66.35,69.24,0.15,1,0,0,0.232766718,F1
67.97,69.09,86,58.97,66.31,69.22,0.15,1,0,0,0.232428891,F1
67.95,68.81,86,58.97,66.24,69.22,0.15,1,0,0,0.220146495,F1
67.94,68.65,86,58.97,66.2,69.22,0.15,1,0,0,0.214774739,F1
67.89,68.3,86,58.97,66.17,69.2,0.15,1,0,0,0.196251364,F1
67.84,68.18,86,58.97,66.11,69.18,0.15,1,0,0,0.18391734,F1
67.74,67.81,86,58.97,66.06,69.2,0.15,1,0,0,0.182384613,F1
67.66,67.74,86,58.97,65.95,69.17,0.15,1,0,0,0.175470151,F1
67.58,67.22,86,58.97,65.89,69.16,0.15,1,0,0,0.168382765,F1
67.51,67.2,86,58.97,65.86,69.15,0.15,1,0,0,0.166714284,F1
67.45,67.16,86,58.97,65.82,69.15,0.15,1,0,0,0.154355851,F1
67.4,66.72,86,58.97,65.82,69.13,0.15,1,0,0,0.139673272,F1
67.35,66.89,86,58.97,65.85,69.11,0.15,1,0,0,0.142476266,F1
67.32,66.88,86,58.97,65.85,69.11,0.15,1,0,0,0.133489657,F1
67.29,66.67,86,58.97,65.84,69.1,0.15,1,0,0,0.108746671,F1
67.25,66.15,86,58.97,65.88,69.07,0.15,1,0,0,0.091001001,F1
67.24,65.88,86,57.33,65.86,69.07,0.15,1,0,0,0.088652513,F1
67.22,65.93,86,57.33,65.87,69.09,0.15,1,0,0,0.070327148,F1
67.2,65.93,86,57.33,65.88,69.09,0.15,1,0,0,0.058089331,F1
67.19,65.87,86,57.33,65.89,69.11,0.15,1,0,0,0.037738261,F1
67.18,65.18,86,57.33,65.92,69.1,0.15,1,0,0,0.015608895,F1
67.18,64.92,86,57.33,65.87,69.11,0.15,1,0,0,0.001229156,F1
67.18,64.71,86,57.33,65.78,69.12,0.15,1,0,0,0,F1
67.17,64.05,86,57.33,65.7,69.14,0.15,1,0,0,0,F1
67.16,63.97,86,57.33,65.66,69.17,0.15,1,0,0,0,F1
67.16,63.4,86,57.33,65.66,69.18,0.15,1,0,0,0,F1
67.14,63.09,86,57.33,65.73,69.19,0.15,1,0,0,0,F1
67.11,62.56,86,57.33,65.72,69.21,0.15,1,0,0,0,F1
67.12,61.95,86,57.33,65.72,69.24,0.15,1,0,0,0,F1
67.12,61.58,86,57.33,65.7,69.23,0.15,1,0,0,0,F1
67.12,61.54,86,57.33,65.74,69.28,0.15,1,0,0,0,F1
67.11,60.91,86,56.61,65.76,69.3,0.15,1,0,0,0,F1
67.12,60.66,86,56.61,65.77,69.31,0.15,1,0,0,0,F1
67.13,60.3,86,56.61,65.8,69.34,0.15,1,0,0,0,F1
67.14,59.52,86,56.61,65.85,69.37,0.15,1,0,0,0,F1
67.14,58.65,86,56.61,65.81,69.41,0.15,1,0,0,0,F1
67.16,58.56,86,56.61,65.9,69.44,0.15,1,0,0,0,F1
67.17,58.02,86,56.61,65.98,69.46,0.15,1,0,0,0,F1
67.2,57.36,86,56.61,66.05,69.5,0.15,1,0,0,0,F1
67.22,56.99,86,56.61,66.06,69.52,0.15,1,0,0,0,F1
67.25,56.53,86,56.61,66.07,69.54,0.15,1,0,0,0,F1
67.27,55.92,86,56.61,66.11,69.57,0.15,1,0,0,0,F1
67.3,55.4,86,56.61,66.14,69.6,0.15,1,0,0,0,F1
67.33,54.95,86,56.61,66.11,69.64,0.15,1,0,0,0,F1
67.33,54.71,86,56.61,66.11,69.65,0.15,1,0,0,0,F1
67.34,53.9,86,56.61,66.07,69.69,0.15,1,0,0,0,F1
67.36,53.49,86,56.35,66.05,69.7,0.15,1,0,0,0,F1
67.36,52.9,86,56.35,66.09,69.73,0.15,1,0,0,0,F1
67.37,52.2,86,56.35,66.07,69.73,0.15,1,0,0,0,F1
67.38,51.92,86,56.35,66.04,69.76,0.15,1,0,0,0,F1
67.38,51.24,86,56.35,66.04,69.79,0.15,1,0,0,0,F1
67.38,50.75,86,56.35,66.14,69.8,0.15,1,0,0,0,F1
67.4,50.23,86,56.35,66.25,69.83,0.15,1,0,0,0,F1
67.41,50,86,56.35,66.31,69.84,0.15,1,0,0,0,F1
67.45,50,86,56.35,66.41,69.9,0.15,1,0,0,0,F1
67.48,50,86,56.35,66.48,69.9,0.15,1,0,0,0,F1
67.51,50,86,56.35,66.54,69.93,0.15,1,0,0,0,F1
67.55,50,86,56.35,66.62,69.98,0.15,1,0,0,0,F1
67.6,50,86,56.35,66.67,70.05,0.15,1,0,0,0,F1
67.65,50,86,56.35,66.73,70.07,0.15,1,0,0,0,F1
67.71,50,86,56.35,66.76,70.09,0.15,1,0,0,0,F1
67.75,50,86,56.33,66.79,70.13,0.15,1,0,0,0,F1
67.81,50,86,56.33,66.81,70.17,0.15,1,0,0,0,F1
67.85,50,86,56.33,66.74,70.19,0.15,1,0,0,0,F1
67.86,50,86,56.33,66.7,70.18,0.15,1,0,0,0,F1
67.87,50,86,56.33,66.65,70.23,0.15,1,0,0,0,F1
67.89,50,86,56.33,66.63,70.24,0.15,1,0,0,0,F1
67.89,50,86,56.33,66.64,70.27,0.15,1,0,0,0,F1
67.91,50,86,56.33,66.63,70.27,0.15,1,0,0,0,F1
67.91,50,86,56.33,66.63,70.29,0.15,1,0,0,0,F1
67.89,50,86,56.33,66.6,70.29,0.15,1,0,0,0,F1
67.9,50,86,56.33,66.61,70.33,0.15,1,0,0,0,F1
67.91,50,86,56.33,66.65,70.34,0.15,1,0,0,0,F1
67.9,50,86,56.33,66.68,70.36,0.15,1,0,0,0,F1
67.91,50,86,56.33,66.66,70.37,0.15,1,0,0,0,F1
67.91,50,86,56.33,66.64,70.38,0.15,1,0,0,0,F1
67.91,50,86,56.59,66.68,70.41,0.15,1,0,0,0,F1
67.93,50,86,56.59,66.73,70.48,0.15,1,0,0,0,F1
67.96,50,86,56.59,66.79,70.52,0.15,1,0,0,0,F1
67.98,50,86,56.59,66.83,70.55,0.15,1,0,0,0,F1
68,50,86,56.59,66.88,70.58,0.15,1,0,0,0,F1
68.03,50,86,56.59,66.94,70.62,0.15,1,0,0,0,F1
68.06,50,86,56.59,66.97,70.63,0.15,1,0,0,0,F1
68.1,50,86,56.59,67.03,70.65,0.15,1,0,0,0,F1
68.12,50,86,56.59,67.06,70.66,0.15,1,0,0,0,F1
68.16,50,86,56.59,67.11,70.69,0.15,1,0,0,0,F1
68.2,50,86,56.59,67.26,70.76,0.15,1,0,0,0,F1
68.24,50,86,56.59,67.34,70.78,0.15,1,0,0,0,F1
68.28,50,86,56.59,67.37,70.81,0.15,1,0,0,0,F1
68.34,50,85.82,56.59,67.48,70.87,0.15,1,0,0,0,F1
68.4,50,85.72,56.59,67.58,70.9,0.15,1,0,0,0,F1
68.44,50,85.25,56.98,67.7,70.97,0.15,1,0,0,0,F1
68.5,50,84.86,56.98,67.84,71.01,0.15,1,0,0,0,F1
68.58,50,84.63,56.98,67.92,71.04,0.15,1,0,0,0,F1
68.65,50,84.51,56.98,68.01,71.09,0.15,1,0,0,0,F1
68.72,50,84.55,56.98,68.11,71.15,0.15,1,0,0,0,F1
68.79,50,84.44,56.98,68.17,71.18,0.15,1,0,0,0,F1
68.87,50,83.79,56.98,68.25,71.19,0.15,1,0,0,0,F1
68.93,50,83.56,56.98,68.29,71.25,0.15,1,0,0,0,F1
69.01,50,83.54,56.98,68.34,71.29,0.15,1,0,0,0,F1
69.08,50,83.02,56.98,68.45,71.35,0.15,1,0,0,0,F1
69.15,50,83.49,56.98,68.46,71.37,0.15,1,0,0,0,F1
69.21,50,82.89,56.98,68.44,71.41,0.15,1,0,0,0,F1
69.27,50,82.84,56.98,68.45,71.44,0.15,1,0,0,0,F1
69.31,50,82.81,56.98,68.46,71.49,0.15,1,0,0,0,F1
69.36,50,82.3,56.98,68.45,71.52,0.15,1,0,0,0,F1
69.39,50,82.11,59.42,68.41,71.54,0.15,1,0,0,0,F1
69.41,50,81.8,59.42,68.38,71.56,0.15,1,0,0,0,F1
69.43,50,81.52,59.42,68.41,71.6,0.15,1,0,0,0,F1
69.46,50,81.34,59.42,68.43,71.63,0.15,1,0,0,0,F1
69.48,50,81.09,59.42,68.48,71.63,0.15,1,0,0,0,F1
69.51,50,80.89,59.42,68.51,71.7,0.15,1,0,0,0,F1
69.53,50,80.02,59.42,68.58,71.72,0.15,1,0,0,0,F1
69.54,50,79.9,59.42,68.61,71.74,0.15,1,0,0,0,F1
69.59,50,79.31,59.42,68.65,71.77,0.15,1,0,0,0,F1
69.62,50,78.45,59.42,68.69,71.8,0.15,1,0,0,0,F1
69.66,50,78.51,59.42,68.72,71.87,0.15,1,0,0,0,F1
69.7,50,78.18,59.42,68.78,71.9,0.15,1,0,0,0,F1
69.73,50,77.63,59.42,68.83,71.92,0.15,1,0,0,0,F1
69.78,50,77.38,59.42,68.9,71.95,0.15,1,0,0,0,F1
69.83,50,76.82,59.42,68.94,71.98,0.15,1,0,0,0,F1
69.86,50,76.89,60.45,68.99,72.02,0.15,1,0,0,0,F1
69.9,50,76.37,60.45,68.98,72.04,0.15,1,0,0,0,F1
69.94,50,75.89,60.45,69.04,72.08,0.15,1,0,0,0,F1
69.98,50,75.27,60.45,69.08,72.12,0.15,1,0,0,0,F1
70.02,50,74.84,60.45,69.06,72.17,0.15,1,0,0,0,F1
70.06,50,74.25,60.45,69.1,72.2,0.15,1,0,0,0,F1
70.09,50,73.96,60.45,69.17,72.24,0.15,1,0,0,0,F1
70.12,50,73.71,60.45,69.21,72.26,0.15,1,0,0,0,F1
70.14,50,73.07,60.45,69.21,72.26,0.15,1,0,0,0,F1
70.16,50,72.75,60.45,69.21,72.27,0.15,1,0,0,0,F1
70.19,50,72.18,60.45,69.25,72.29,0.15,1,0,0,0,F1
70.22,50,71.7,60.45,69.32,72.36,0.15,1,0,0,0,F1
70.26,50,71.08,60.45,69.31,72.4,0.15,1,0,0,0,F1
70.28,50,70.57,60.45,69.32,72.43,0.15,1,0,0,0,F1
70.31,50,69.64,60.45,69.31,72.46,0.15,1,0,0,0,F1
70.33,50,68.79,60.83,69.34,72.52,0.157995306,1,0,0,0,F1
70.33,50,68.19,60.83,69.49,72.56,0.294589071,1,0,0,0,F1
70.27,50,67.53,60.83,69.62,72.57,0.49816944,1,0,0,0,F1
70.06,50,66.83,60.83,69.36,72.56,0.668952931,1,0,0,0,F1
69.81,50,65.85,60.83,69.23,72.51,0.814818567,1,0,0,0,F1
69.56,50,65.36,60.83,68.8,72.45,0.964777424,0.981104032,0.009447985,0,0,F1
69.3,50,64.56,60.83,68.25,72.4,1,0.856078103,0.071960946,0,0,F1
69.09,50,64.18,60.83,67.36,72.33,1,0.702190613,0.148904695,0,0,F1
68.94,50,63.56,60.83,66.16,72.28,1,0.488972234,0.255513878,0,0,F1
68.79,50,63.05,60.83,65.51,72.23,1,0.304437648,0.347781176,0,0,F1
68.61,50,62.66,60.83,64.47,72.16,1,0.170624689,0.414687642,0,0,F1
68.31,50,62.31,60.83,63.21,72.1,1,0.054627133,0.472953102,0,0,F1
67.94,50,61.71,60.83,61.43,72.06,1,0,0.5,0.02607549,0,F1
67.56,50,61.12,60.83,60.89,72.02,1,0,0.5,0.08190594,0,F1
67.17,50,60.61,60.83,60.57,71.97,1,0,0.5,0.13784771,0,F1
66.81,50,60.32,61.17,60.21,71.92,1,0,0.5,0.1664736,0,F1
66.49,50,59.81,61.17,60.1,71.85,1,0,0.5,0.2204578,0,F1
66.21,50,59.53,61.17,60.14,71.75,1,0,0.5,0.25135461,0,F1
65.98,50,59.34,61.17,60.09,71.68,1,0,0.5,0.28595639,0,F1
65.79,50,58.88,61.17,60.07,71.59,1,0,0.5,0.35360738,0,F1
65.63,50,58.8,61.17,60.05,71.53,1,0,0.5,0.38187818,0,F1
65.51,50,58.43,61.17,60.07,71.45,1,0,0.5,0.44249117,0,F1
65.41,50,57.93,61.17,60,71.4,1,0,0.5,0.53172451,0,F1
65.33,50,58.14,61.17,60.11,71.34,1,0,0.5,0.53775306,0,F1
65.29,50,57.9,61.17,60.33,71.26,1,0,0.5,0.59349897,0,F1
65.29,50,57.74,61.17,60.46,71.23,1,0,0.5,0.6497702,0,F1
65.29,50,57.78,61.17,60.3,71.15,1,0,0.5,0.68766723,0,F1
65.26,50,57.39,61.17,60.28,71.09,1,0,0.5,0.77440434,0,F1
65.23,50,57.09,61.17,60.25,71.03,1,0,0.5,0.84266487,0,F1
65.19,50,56.59,61.17,59.97,71.01,1,0,0.5,0.94526076,0,F1
65.15,50,56.58,61.5,59.97,70.97,1,0,0.5,0.99185873,0,F1
65.09,50,56.36,61.5,60.09,70.93,1,0,0.5,1,0,F1
65.07,50,56.28,61.5,60.14,70.91,1,0,0.5,1,0,F1
65.05,50,55.78,61.5,60.02,70.89,1,0,0.5,1,0,F1
65.01,50,55.45,61.5,60.02,70.85,1,0,0.5,1,0,F1
64.99,50,55.62,61.5,59.81,70.83,1,0,0.5,1,0,F1
64.93,50,55.47,61.5,59.78,70.81,1,0,0.5,1,0,F1
64.87,50,55.1,61.5,59.69,70.81,1,0,0.5,1,0,F1
64.8,50,55.06,61.5,59.48,70.79,1,0,0.5,1,0,F1
64.73,50,54.63,61.5,59.42,70.78,1,0,0.5,1,0,F1
64.66,50,54.53,61.5,59.56,70.76,1,0,0.5,1,0,F1
64.6,50,54.33,61.5,59.6,70.7,1,0,0.5,1,0,F1
64.56,50,54.37,61.5,59.36,70.65,1,0,0.5,1,0,F1
64.51,50,54.01,61.5,59.63,70.61,1,0,0.5,1,0,F1
64.5,50,54.11,61.5,59.93,70.56,1,0,0.5,1,0,F1
64.57,50,54.01,61.29,60.2,70.51,1,0,0.5,1,0,F1
64.62,50,53.57,61.29,60.24,70.48,1,0,0.5,1,0,F1
64.68,50,53.55,61.29,60.15,70.45,1,0,0.5,1,0,F1
64.73,50,53.21,61.29,59.94,70.43,1,0,0.5,1,0,F1
64.72,50,52.75,61.29,59.96,70.43,1,0,0.5,1,0,F1
64.74,50,52.88,61.29,60.19,70.41,1,0,0.5,1,0,F1
64.78,50,52.36,61.29,60.32,70.4,1,0,0.5,1,0,F1
64.83,50,52.16,61.29,60.34,70.39,1,0,0.5,1,0,F1
64.85,50,51.77,61.29,60.13,70.38,1,0,0.5,1,0,F1
64.85,50,51.5,61.29,60.08,70.39,1,0,0.5,1,0,F1
64.85,50,51.32,61.29,60.37,70.4,1,0,0.5,1,0,F1
64.91,50,50.66,61.29,60.59,70.38,1,0,0.5,1,0,F1
64.97,50,50.02,61.29,60.62,70.4,1,0,0.5,1,0,F1
65.01,50,50,61.29,60.48,70.41,1,0,0.5,1,0,F1
65.04,50,50,61.29,60.57,70.43,1,0,0.5,1,0,F1
65.07,50,50,61.87,60.47,70.43,1,0,0.5,1,0,F1
65.09,50,50,61.87,60.42,70.43,1,0,0.5,1,0,F1
65.1,50,50,61.87,60.33,70.44,1,0,0.5,1,0,F1
65.08,50,50,61.87,60.39,70.46,1,0,0.5,1,0,F1
65.1,50,50,61.87,60.55,70.46,1,0,0.5,1,0,F1
65.11,50,50,61.87,60.54,70.45,1,0,0.5,1,0,F1
65.15,50,50,61.87,60.74,70.45,1,0,0.5,1,0,F1
65.19,50,50,61.87,60.68,70.45,1,0,0.5,1,0,F1
65.22,50,50,61.87,60.5,70.46,1,0,0.5,1,0,F1
65.21,50,50,61.87,60.57,70.47,1,0,0.5,1,0,F1
65.23,50,50,61.87,60.59,70.47,1,0,0.5,1,0,F1
65.22,50,50,61.87,60.49,70.49,1,0,0.5,1,0,F1
65.21,50,50,61.87,60.49,70.47,1,0,0.5,1,0,F1
65.21,50,50,61.87,60.63,70.47,1,0,0.5,1,0,F1
65.25,50,50,61.87,60.99,70.48,1,0,0.5,1,0,F1
65.32,50,50,62.52,61.18,70.48,1,0,0.5,1,0,F1
65.39,50,50,62.52,61.09,70.51,1,0,0.5,1,0,F1
65.45,50,50,62.52,61.14,70.55,1,0,0.5,1,0,F1
65.5,50,50,62.52,61.22,70.58,1,0,0.5,1,0,F1
65.56,50,50,62.52,61.07,70.58,1,0,0.5,1,0,F1
65.6,50,50,62.52,61.37,70.58,1,0,0.5,1,0,F1
65.66,50,50,62.52,61.54,70.61,1,0,0.5,1,0,F1
65.76,50,50,62.52,61.77,70.6,1,0,0.5,1,0,F1
65.84,50,50,62.52,61.84,70.63,1,0,0.5,1,0,F1
65.94,50,50,62.52,61.89,70.63,1,0,0.5,1,0,F1
66.06,50,50,62.52,61.9,70.65,1,0,0.5,1,0,F1
66.08,50,50,62.52,61.35,70.67,1,0,0.5,1,0,F1
66.06,50,50,62.52,61.18,70.69,1,0,0.5,1,0,F1
66.03,50,50,62.52,61.4,70.71,1,0,0.5,1,0,F1
66.02,50,50,62.52,61.53,70.72,1,0,0.5,1,0,F1
66.03,50,50,63.26,61.43,70.74,1,0,0.5,1,0,F1
66.02,50,50,63.26,61.18,70.74,1,0,0.5,1,0,F1
65.98,50,50,63.26,61.27,70.75,1,0,0.5,1,0,F1
65.97,50,50,63.26,61.54,70.76,1,0,0.5,1,0,F1
65.99,50,50,63.26,61.46,70.76,1,0,0.5,1,0,F1
66,50,50,63.26,61.35,70.76,1,0,0.5,1,0,F1
66,50,50,63.26,61.43,70.76,1,0,0.5,1,0,F1
66.02,50,50,63.26,61.73,70.78,1,0,0.5,1,0,F1
66.05,50,50,63.26,61.58,70.78,1,0,0.5,1,0,F1
66.09,50,50,63.26,61.6,70.81,1,0,0.5,1,0,F1
66.12,50,50,63.26,61.94,70.81,1,0,0.5,1,0,F1
66.2,50,50,63.26,62.28,70.82,1,0,0.5,1,0,F1
66.3,50,50,63.26,62.35,70.85,1,0,0.5,1,0,F1
66.4,50,50,63.26,62.17,70.84,1,0,0.5,1,0,F1
66.44,50,50,63.26,62.21,70.85,1,0,0.5,1,0,F1
66.49,50,50,63.17,61.98,70.84,1,0,0.5,1,0,F1
66.51,50,50,63.17,62.07,70.84,1,0,0.5,1,0,F1
66.54,50,50,63.17,62.29,70.83,1,0,0.5,1,0,F1
66.58,50,50,63.17,62.33,70.86,1,0,0.5,1,0,F1
66.62,50,50,63.17,62.18,70.88,1,0,0.5,1,0,F1
66.64,50,50,63.17,62.23,70.87,1,0,0.5,1,0,F1
