 Supply Air Temperature, Supply Air Temperature Heating Set Point, Supply Air Temperature Cooling Set Point, Outdoor Air Temperature, Mixed Air Temperature, Return Air Temperature, Outdoor Air Damper Control Signal  , Return Air Damper Control Signal, Exhaust Air Damper Control Signal    , Cooling Coil Valve Control Signal, Heating Coil Valve Control Signal,fault type
57.82,57.92,86.0,61.9,64.58,65.28,0.15,1.0,0.0,0.0,0.3257575,F2
75.44,86.0,86.0,52.2,66.94,72.48,0.15,1.0,0.0,0.0,1.0,F2
52.37,51.84,86.0,66.64,64.34,63.13,0.15,1.0,0.0,0.0,0.180760649,F2
74.63,86.0,86.0,51.62,65.84,71.04,0.15,1.0,0.0,0.0,1.0,F2
59.08,59.85,86.0,65.28,65.39,65.38,0.15,1.0,0.0,0.0,0.354202004,F2
74.56,86.0,86.0,51.07,64.77,69.59,0.15,1.0,0.0,0.0,1.0,F2
60.94,60.32,86.0,56.0,63.62,66.47,0.15,1.0,0.0,0.0,0.395037004,F2
60.92,60.49,86.0,56.0,63.7,66.57,0.15,1.0,0.0,0.0,0.385514307,F2
51.27,51.87,86.0,67.55,63.89,62.46,0.15,1.0,0.0,0.0,0.233332431,F2
52.93,51.73,86.0,67.71,64.34,62.91,0.15,1.0,0.0,0.0,0.128978463,F2
75.53,86.0,86.0,52.22,66.49,71.87,0.15,1.0,0.0,0.0,1.0,F2
63.85,63.97,86.0,63.47,65.88,66.86,0.15,1.0,0.0,0.0,0.388842107,F2
72.15,72.62,86.0,49.26,66.16,71.39,0.15,1.0,0.0,0.0,0.337441484,F3
68.16,68.18,86.0,50.79,65.13,69.55,0.15,1.0,0.0,0.0,0.298594141,F3
63.99,50.0,86.0,52.76,64.76,67.74,0.15,1.0,0.0,0.0,0.0,F3
64.04,50.0,86.0,52.45,64.19,67.59,0.15,1.0,0.0,0.0,0.0,F3
69.72,69.45,86.0,49.95,65.37,70.09,0.15,1.0,0.0,0.0,0.296816166,F3
63.72,51.12,86.0,52.98,63.84,66.9,0.15,1.0,0.0,0.0,0.0,F3
70.49,69.93,86.0,50.0,65.56,70.45,0.15,1.0,0.0,0.0,0.298032012,F3
64.64,50.04,86.0,52.8,65.61,68.47,0.15,1.0,0.0,0.0,0.0,F3
67.37,67.37,86.0,51.06,64.92,69.16,0.15,1.0,0.0,0.0,0.295757199,F3
70.96,70.45,86.0,49.62,65.83,70.91,0.15,1.0,0.0,0.0,0.286567235,F3
65.42,50.0,72.87,56.12,66.06,69.02,0.15,1.0,0.0,0.0,0.0,F3
64.4,50.0,86.0,54.45,64.99,68.17,0.15,1.0,0.0,0.0,0.0,F3
64.57,50.0,86.0,54.08,65.2,68.49,0.15,1.0,0.0,0.0,0.0,F3
64.82,50.0,80.34,53.74,65.2,68.46,0.15,1.0,0.0,0.0,0.0,F3
64.54,50.0,86.0,54.45,65.03,68.15,0.15,1.0,0.0,0.0,0.0,F3
64.78,50.0,86.0,55.2,65.52,68.57,0.15,1.0,0.0,0.0,0.0,F3
64.37,50.0,86.0,54.08,64.93,68.22,0.15,1.0,0.0,0.0,0.0,F3
63.71,50.69,86.0,52.98,63.95,66.95,0.15,1.0,0.0,0.0,0.0,F3
64.5,50.0,86.0,53.7,64.79,68.12,0.15,1.0,0.0,0.0,0.0,F3
72.17,72.31,86.0,49.26,66.28,71.47,0.15,1.0,0.0,0.0,0.344886196,F3
56.72,56.24,86.0,56.42,63.07,64.67,0.15,1.0,0.0,0.0,0.244590622,F4
78.25,86.0,86.0,53.27,68.59,73.97,0.15,1.0,0.0,0.0,1.0,F4
65.63,65.94,86.0,54.23,64.76,68.31,0.15,1.0,0.0,0.0,0.423687771,F4
66.55,66.48,86.0,53.96,64.92,68.6,0.15,1.0,0.0,0.0,0.391240398,F4
72.43,67.96,86.0,53.36,67.48,72.3,0.15,1.0,0.0,0.0,0.454830573,F4
60.81,60.42,86.0,56.57,63.66,65.63,0.15,1.0,0.0,0.0,0.278635716,F4
67.08,67.04,86.0,59.16,65.53,67.96,0.15,1.0,0.0,0.0,0.374054191,F4
71.54,86.0,86.0,53.28,63.36,66.02,0.15,1.0,0.0,0.0,1.0,F4
53.38,53.42,86.0,61.68,62.49,62.49,0.15,1.0,0.0,0.0,0.008718986,F4
55.73,55.17,86.0,61.41,63.24,63.74,0.15,1.0,0.0,0.0,0.19128481,F4
77.06,75.01,86.0,53.11,68.75,74.15,0.15,1.0,0.0,0.0,0.855730863,F4
55.95,55.3,86.0,61.41,63.26,63.59,0.15,1.0,0.0,0.0,0.212029615,F4
67.9,67.84,86.0,53.48,65.48,69.54,0.15,1.0,0.0,0.0,0.446783244,F4
65.36,65.48,86.0,59.48,65.28,67.31,0.15,1.0,0.0,0.0,0.367402966,F4
57.83,57.22,86.0,55.43,63.2,64.81,0.15,1.0,0.0,0.0,0.29727879,F4
68.88,68.15,86.0,53.48,65.59,69.69,0.15,1.0,0.0,0.0,0.416193462,F4
77.74,86.0,86.0,53.16,68.16,73.28,0.15,1.0,0.0,0.0,1.0,F4
77.19,86.0,86.0,53.08,67.55,72.56,0.15,1.0,0.0,0.0,1.0,F4
60.43,60.43,86.0,58.69,63.77,64.9,0.15,1.0,0.0,0.0,0.320425453,F4
76.71,86.0,86.0,53.08,67.68,72.66,0.15,1.0,0.0,0.0,1.0,F4
63.3,50.0,86.0,54.85,63.41,66.74,0.15,1.0,0.0,0.0,0.0,F5
70.08,69.47,86.0,52.95,64.91,70.19,0.15,1.0,0.0,0.0,0.328728008,F5
82.53,86.0,86.0,54.06,68.98,76.04,0.15,1.0,0.0,0.0,1.0,F5
65.01,50.0,70.42,58.88,65.22,68.47,0.15,1.0,0.0,0.0,0.0,F5
67.36,50.0,86.0,61.79,67.6,69.14,0.15,1.0,0.0,0.0,0.0,F5
64.56,50.0,76.56,56.8,65.07,67.98,0.15,1.0,0.0,0.0,0.0,F5
70.26,69.34,86.0,52.93,64.99,70.5,0.15,1.0,0.0,0.0,0.303776669,F5
66.5,63.22,86.0,59.8,66.73,68.38,0.15,1.0,0.0,0.0,0.0,F5
64.55,50.0,79.46,56.8,65.02,67.89,0.15,1.0,0.0,0.0,0.0,F5
61.33,50.0,59.35,58.84,58.85,68.2,1.0,0.0,0.5,0.249206965,0.0,F5
65.58,50.0,67.66,59.5,65.95,68.69,1.0,0.995031922,0.002484037,0.0,0.0,F5
67.91,68.09,86.0,56.62,65.87,69.23,0.15,1.0,0.0,0.0,0.284817499,F5
64.56,50.0,78.1,56.8,64.92,67.91,0.15,1.0,0.0,0.0,0.0,F5
66.93,50.0,81.67,60.62,67.58,69.76,0.15,1.0,0.0,0.0,0.0,F5
68.02,67.99,86.0,56.62,65.95,69.24,0.15,1.0,0.0,0.0,0.278775684,F5
68.44,68.32,86.0,57.15,65.98,69.41,0.15,1.0,0.0,0.0,0.289572834,F5
68.31,68.41,86.0,56.87,66.02,69.34,0.15,1.0,0.0,0.0,0.284426783,F5
64.36,50.0,84.34,56.93,64.76,67.7,0.15,1.0,0.0,0.0,0.0,F5
70.01,69.36,86.0,52.95,64.65,70.18,0.15,1.0,0.0,0.0,0.332679866,F5
68.35,67.97,86.0,56.82,65.72,69.46,0.15,1.0,0.0,0.0,0.266627639,F5
63.42,50.0,86.0,54.46,63.62,66.66,0.15,1.0,0.0,0.0,0.0,F6
68.34,71.55,86.0,54.15,63.54,67.32,0.15,1.0,0.0,0.0,0.306674034,F6
71.79,69.85,86.0,52.32,65.95,71.54,0.15,1.0,0.0,0.0,0.353884134,F6
64.36,50.0,86.0,55.42,64.4,67.45,0.15,1.0,0.0,0.0,0.0,F6
66.46,65.79,86.0,56.21,65.28,68.58,0.15,1.0,0.0,0.0,0.213331427,F6
63.05,52.7,86.0,54.04,63.18,66.33,0.15,1.0,0.0,0.0,0.0,F6
70.87,70.12,86.0,52.59,65.88,71.05,0.15,1.0,0.0,0.0,0.328345315,F6
64.58,50.0,86.0,56.34,64.57,67.6,0.15,1.0,0.0,0.0,0.0,F6
68.19,67.76,86.0,57.2,65.45,69.17,0.15,1.0,0.0,0.0,0.273017394,F6
65.68,50.0,86.0,58.59,65.68,68.61,0.15,1.0,0.0,0.0,0.0,F6
64.93,50.0,86.0,56.4,65.01,67.73,0.15,1.0,0.0,0.0,0.0,F6
64.14,50.0,86.0,55.3,64.25,67.11,0.15,1.0,0.0,0.0,0.0,F6
63.17,50.24,86.0,54.04,63.38,66.49,0.15,1.0,0.0,0.0,0.0,F6
66.04,50.0,86.0,58.63,66.17,68.43,0.15,1.0,0.0,0.0,0.0,F6
63.41,50.0,86.0,54.46,63.77,66.7,0.15,1.0,0.0,0.0,0.0,F6
63.52,50.0,86.0,54.8,63.76,66.66,0.15,1.0,0.0,0.0,0.0,F6
65.64,50.0,86.0,57.24,65.69,68.52,0.15,1.0,0.0,0.0,0.0,F6
83.7,86.0,86.0,52.15,69.47,77.19,0.15,1.0,0.0,0.0,1.0,F6
66.36,50.0,86.0,59.22,66.58,68.82,0.15,1.0,0.0,0.0,0.0,F6
63.48,50.0,86.0,54.46,63.65,66.69,0.15,1.0,0.0,0.0,0.0,F6
71.13,71.17,86.0,55.57,66.9,70.71,0.15,1.0,0.0,0.0,0.295793924,F7
70.38,70.23,86.0,55.01,66.55,70.34,0.15,1.0,0.0,0.0,0.287773901,F7
71.8,71.46,86.0,54.35,66.72,70.79,0.15,1.0,0.0,0.0,0.264744071,F7
69.9,70.06,86.0,56.28,66.88,70.14,0.15,1.0,0.0,0.0,0.268562728,F7
70.56,70.62,86.0,56.12,66.62,70.54,0.15,1.0,0.0,0.0,0.290714998,F7
75.29,86.0,86.0,52.16,63.61,67.05,0.15,1.0,0.0,0.0,0.873233492,F7
70.39,70.73,86.0,56.63,67.04,70.49,0.15,1.0,0.0,0.0,0.301416609,F7
77.54,76.71,86.0,51.99,68.6,74.07,0.15,1.0,0.0,0.0,0.359646008,F7
70.79,71.11,86.0,55.76,66.96,70.6,0.15,1.0,0.0,0.0,0.296679413,F7
70.73,70.89,86.0,57.08,66.98,70.55,0.15,1.0,0.0,0.0,0.292115182,F7
81.63,86.0,86.0,52.16,67.65,73.18,0.15,1.0,0.0,0.0,0.599669207,F7
72.93,71.9,86.0,52.88,67.26,71.74,0.15,1.0,0.0,0.0,0.296747135,F7
83.3,82.85,86.0,51.89,70.25,76.68,0.15,1.0,0.0,0.0,0.457648652,F7
69.75,69.86,86.0,56.16,66.91,70.23,0.15,1.0,0.0,0.0,0.2603168,F7
70.62,70.7,86.0,55.86,66.92,70.48,0.15,1.0,0.0,0.0,0.298769721,F7
70.66,70.56,86.0,55.44,66.86,70.47,0.15,1.0,0.0,0.0,0.274811468,F7
70.8,70.79,86.0,55.27,66.8,70.5,0.15,1.0,0.0,0.0,0.274488897,F7
71.34,71.18,86.0,53.62,66.6,70.78,0.15,1.0,0.0,0.0,0.294649975,F7
70.93,70.76,86.0,54.43,66.61,70.51,0.15,1.0,0.0,0.0,0.285448952,F7
79.79,78.75,86.0,51.86,69.29,75.27,0.15,1.0,0.0,0.0,0.391145074,F7
72.73,72.73,86.0,54.96,67.75,71.91,0.15,1.0,0.0,0.0,0.328006636,F8
60.68,50.0,60.97,60.17,60.41,67.17,1.0,0.0,0.5,0.221518601,0.0,F8
67.03,56.48,86.0,55.36,65.99,69.27,0.15,1.0,0.0,0.0,0.0,F8
64.93,50.0,70.47,59.39,65.67,67.74,0.42288946,1.0,0.0,0.0,0.0,F8
64.12,50.0,69.3,60.17,65.21,67.32,0.81543662,1.0,0.0,0.0,0.0,F8
61.72,50.0,60.34,60.05,59.84,68.5,1.0,0.0,0.5,0.242275224,0.0,F8
67.99,50.0,86.0,57.66,66.91,70.08,0.15,1.0,0.0,0.0,0.0,F8
67.89,50.0,86.0,57.66,66.76,69.86,0.15,1.0,0.0,0.0,0.0,F8
67.99,50.0,68.95,60.04,67.35,69.79,0.15,1.0,0.0,0.0,0.0,F8
67.29,50.0,68.35,58.62,67.21,69.41,0.30773002,1.0,0.0,0.0,0.0,F8
60.64,50.0,60.53,59.65,59.11,67.78,1.0,0.0,0.5,0.239591249,0.0,F8
68.41,50.0,86.0,56.59,67.12,70.45,0.15,1.0,0.0,0.0,0.0,F8
63.64,50.0,61.48,60.05,59.32,68.75,1.0,0.0,0.5,0.259957584,0.0,F8
61.02,50.0,61.06,60.78,59.75,67.28,1.0,0.0,0.5,0.245826793,0.0,F8
67.46,50.0,69.38,59.7,67.07,69.49,0.15,1.0,0.0,0.0,0.0,F8
72.45,72.86,86.0,54.39,67.38,71.41,0.15,1.0,0.0,0.0,0.327792516,F8
68.09,50.0,69.51,60.04,67.42,69.88,0.15,1.0,0.0,0.0,0.0,F8
67.31,66.63,86.0,52.88,65.36,69.24,0.15,1.0,0.0,0.0,0.200179049,F8
60.78,50.0,60.03,60.06,59.38,67.77,1.0,0.0,0.5,0.266046077,0.0,F8
68.09,50.0,69.67,60.04,67.49,69.91,0.15,1.0,0.0,0.0,0.0,F8
68.78,61.76,86.0,48.95,64.53,69.2,0.15,1.0,0.0,0.0,0.0,F9
70.87,50.0,78.74,51.96,67.42,71.98,0.15,1.0,0.0,0.0,0.0,F9
66.4,50.0,67.24,54.1,62.11,69.16,1.0,0.623014642,0.188492664,0.0,0.0,F9
65.3,50.0,68.04,54.33,63.86,68.53,0.72655102,1.0,0.0,0.0,0.0,F9
69.28,57.78,86.0,48.98,64.9,69.65,0.15,1.0,0.0,0.0,0.0,F9
70.77,50.0,81.57,52.1,67.12,71.86,0.15,1.0,0.0,0.0,0.0,F9
66.95,50.0,70.06,53.87,65.98,69.3,0.227320325,1.0,0.0,0.0,0.0,F9
62.26,50.0,61.15,55.03,54.86,67.97,1.0,0.0,0.5,0.233504951,0.0,F9
69.6,50.0,86.0,50.35,65.7,70.69,0.15,1.0,0.0,0.0,0.0,F9
64.46,50.0,68.05,53.51,63.74,68.21,0.802152398,1.0,0.0,0.0,0.0,F9
68.65,62.86,86.0,48.95,64.39,69.08,0.15,1.0,0.0,0.0,0.0,F9
70.71,70.14,86.0,48.68,65.43,70.73,0.15,1.0,0.0,0.0,0.204411663,F9
69.39,50.0,86.0,49.87,65.83,70.65,0.15,1.0,0.0,0.0,0.0,F9
70.33,50.0,85.79,50.34,66.58,71.63,0.15,1.0,0.0,0.0,0.0,F9
65.2,50.0,66.58,54.24,61.25,68.29,1.0,0.390698628,0.304650688,0.0,0.0,F9
70.4,50.0,66.21,51.82,67.6,72.39,0.823110406,1.0,0.0,0.0,0.0,F9
66.57,50.0,67.51,53.83,64.68,69.31,1.0,0.904899877,0.047550052,0.0,0.0,F9
68.67,65.42,86.0,48.77,64.96,69.78,0.15,1.0,0.0,0.0,0.0,F9
66.54,50.0,68.18,53.83,64.82,69.31,0.868808459,1.0,0.0,0.0,0.0,F9
65.02,50.0,59.79,53.6,54.87,71.48,1.0,0.0,0.5,0.051778335,0.0,F9
70.58,50.0,70.26,46.51,48.84,72.24,1.0,0.0,0.5,1.0,0.0,F10
66.42,50.0,50.0,53.69,55.44,72.43,1.0,0.0,0.5,1.0,0.0,F10
67.7,50.0,50.0,53.43,55.06,72.29,1.0,0.0,0.5,1.0,0.0,F10
68.83,50.0,50.0,51.85,52.26,71.29,1.0,0.0,0.5,1.0,0.0,F10
66.71,50.0,50.0,52.35,53.0,71.31,1.0,0.0,0.5,1.0,0.0,F10
66.81,50.0,50.0,54.17,54.88,72.4,1.0,0.0,0.5,1.0,0.0,F10
66.68,50.0,56.8,50.39,52.39,70.65,1.0,0.0,0.5,1.0,0.0,F10
68.16,50.0,50.0,50.33,51.45,71.0,1.0,0.0,0.5,1.0,0.0,F10
72.75,50.0,61.65,45.02,46.33,73.84,1.0,0.0,0.5,1.0,0.0,F10
67.53,50.0,50.0,52.24,54.46,71.75,1.0,0.0,0.5,1.0,0.0,F10
66.84,50.0,50.0,52.09,54.72,71.76,1.0,0.0,0.5,1.0,0.0,F10
69.17,50.0,71.51,47.59,50.1,71.11,1.0,0.0,0.5,0.286959656,0.0,F10
68.59,50.0,70.06,46.85,49.1,72.11,1.0,0.0,0.5,0.861788371,0.0,F10
66.22,50.0,50.0,52.35,53.24,71.49,1.0,0.0,0.5,1.0,0.0,F10
68.78,50.0,50.0,51.21,52.66,71.27,1.0,0.0,0.5,1.0,0.0,F10
74.08,50.0,58.94,44.83,46.91,75.15,1.0,0.0,0.5,1.0,0.0,F10
67.08,50.0,50.0,52.65,53.79,71.99,1.0,0.0,0.5,1.0,0.0,F10
67.15,50.0,55.88,50.39,52.23,70.63,1.0,0.0,0.5,1.0,0.0,F10
68.95,50.0,50.0,51.85,52.5,71.35,1.0,0.0,0.5,1.0,0.0,F10
68.48,50.0,50.0,54.35,55.37,72.26,1.0,0.0,0.5,1.0,0.0,F10
64.13,86.0,86.0,51.37,63.18,66.86,0.15,1.0,0.0,0.0,1.0,F11
64.07,86.0,86.0,51.24,63.03,66.8,0.15,1.0,0.0,0.0,1.0,F11
63.5,86.0,86.0,49.61,62.46,66.3,0.15,1.0,0.0,0.0,1.0,F11
63.49,86.0,86.0,49.45,62.59,66.28,0.15,1.0,0.0,0.0,1.0,F11
64.18,86.0,86.0,51.94,63.13,66.87,0.15,1.0,0.0,0.0,1.0,F11
63.98,86.0,86.0,51.58,62.92,66.33,0.15,1.0,0.0,0.0,1.0,F11
63.45,86.0,86.0,49.61,62.4,66.28,0.15,1.0,0.0,0.0,1.0,F11
64.02,86.0,86.0,49.78,62.79,66.74,0.15,1.0,0.0,0.0,1.0,F11
63.55,86.0,86.0,49.45,62.69,66.35,0.15,1.0,0.0,0.0,1.0,F11
64.17,86.0,86.0,51.57,63.12,66.62,0.15,1.0,0.0,0.0,1.0,F11
64.16,86.0,86.0,51.57,63.16,66.6,0.15,1.0,0.0,0.0,1.0,F11
64.22,86.0,86.0,51.67,63.24,66.67,0.15,1.0,0.0,0.0,1.0,F11
63.31,86.0,86.0,49.07,62.23,66.21,0.15,1.0,0.0,0.0,1.0,F11
63.57,86.0,86.0,50.14,62.57,66.3,0.15,1.0,0.0,0.0,1.0,F11
64.02,86.0,86.0,51.64,62.93,66.36,0.15,1.0,0.0,0.0,1.0,F11
66.68,52.03,86.0,49.48,64.79,69.23,0.15,1.0,0.0,0.0,0.0,F11
66.16,55.16,86.0,49.45,64.43,68.79,0.15,1.0,0.0,0.0,0.0,F11
64.16,86.0,86.0,51.77,63.09,66.66,0.15,1.0,0.0,0.0,1.0,F11
64.34,86.0,86.0,50.52,63.12,66.93,0.15,1.0,0.0,0.0,1.0,F11
68.15,50.0,86.0,49.53,65.78,70.33,0.15,1.0,0.0,0.0,0.0,F11
75.12,50.0,50.0,50.13,52.2,75.28,1.0,0.0,0.5,1.0,0.0,F12
75.98,50.0,50.0,51.4,52.06,75.24,1.0,0.0,0.5,1.0,0.0,F12
74.59,50.0,50.0,55.44,57.37,76.75,1.0,0.0,0.5,1.0,0.0,F12
75.05,50.0,50.0,55.28,56.97,76.74,1.0,0.0,0.5,1.0,0.0,F12
74.66,50.0,50.0,56.37,57.75,77.15,1.0,0.0,0.5,1.0,0.0,F12
74.72,50.0,50.0,54.75,55.07,76.48,1.0,0.0,0.5,1.0,0.0,F12
75.37,50.0,50.0,51.4,51.52,75.11,1.0,0.0,0.5,1.0,0.0,F12
75.45,50.0,50.0,56.37,57.74,77.07,1.0,0.0,0.5,1.0,0.0,F12
80.49,50.0,60.0,47.72,51.66,80.84,1.0,0.0,0.5,1.0,0.0,F12
74.87,50.0,50.0,52.59,54.07,75.79,1.0,0.0,0.5,1.0,0.0,F12
75.11,50.0,50.0,54.56,55.7,76.53,1.0,0.0,0.5,1.0,0.0,F12
76.88,50.0,50.0,50.57,50.9,76.63,1.0,0.0,0.5,1.0,0.0,F12
76.27,50.0,50.0,52.59,54.07,75.64,1.0,0.0,0.5,1.0,0.0,F12
74.58,50.0,50.0,54.75,55.15,76.44,1.0,0.0,0.5,1.0,0.0,F12
75.35,50.0,50.0,56.86,56.99,77.44,1.0,0.0,0.5,1.0,0.0,F12
74.91,50.0,50.0,54.56,55.83,76.59,1.0,0.0,0.5,1.0,0.0,F12
78.13,50.0,50.0,48.72,49.61,76.22,1.0,0.0,0.5,1.0,0.0,F12
75.1,50.0,50.0,56.81,58.66,77.34,1.0,0.0,0.5,1.0,0.0,F12
78.0,50.0,50.0,48.37,48.56,76.31,1.0,0.0,0.5,1.0,0.0,F12
75.34,50.0,50.0,56.81,57.88,77.34,1.0,0.0,0.5,1.0,0.0,F12
70.06,50.0,50.0,52.61,52.42,72.27,1.0,0.0,0.5,1.0,0.0,F13
71.42,50.0,50.0,54.67,55.23,73.35,1.0,0.0,0.5,1.0,0.0,F13
70.35,50.0,50.0,52.31,52.99,72.72,1.0,0.0,0.5,1.0,0.0,F13
71.51,50.0,50.0,56.01,56.14,73.21,1.0,0.0,0.5,1.0,0.0,F13
70.95,50.0,50.0,56.01,56.04,73.31,1.0,0.0,0.5,1.0,0.0,F13
69.77,50.0,50.0,55.45,55.77,73.5,1.0,0.0,0.5,1.0,0.0,F13
71.17,50.0,50.0,52.31,52.66,72.68,1.0,0.0,0.5,1.0,0.0,F13
70.78,50.0,50.0,51.69,52.35,72.36,1.0,0.0,0.5,1.0,0.0,F13
69.77,50.0,50.0,58.11,58.04,73.37,1.0,0.0,0.5,1.0,0.0,F13
69.27,50.0,50.0,57.47,57.02,73.27,1.0,0.0,0.5,1.0,0.0,F13
71.38,50.0,50.0,56.01,56.09,73.16,1.0,0.0,0.5,1.0,0.0,F13
70.37,50.0,50.0,55.44,55.47,72.43,1.0,0.0,0.5,1.0,0.0,F13
69.31,50.0,50.0,56.56,56.42,73.09,1.0,0.0,0.5,1.0,0.0,F13
70.06,50.0,50.0,56.01,56.34,73.34,1.0,0.0,0.5,1.0,0.0,F13
70.77,50.0,50.0,55.57,56.12,73.05,1.0,0.0,0.5,1.0,0.0,F13
69.43,50.0,50.0,58.0,57.52,73.28,1.0,0.0,0.5,1.0,0.0,F13
71.39,50.0,50.0,55.37,55.27,72.51,1.0,0.0,0.5,1.0,0.0,F13
71.31,50.0,50.0,54.76,52.87,72.47,1.0,0.0,0.5,1.0,0.0,F13
71.4,50.0,50.0,51.04,52.07,72.6,1.0,0.0,0.5,1.0,0.0,F13
71.46,50.0,50.0,55.77,55.85,72.83,1.0,0.0,0.5,1.0,0.0,F13
55.14,53.86,86.0,60.94,65.08,65.87,0.15,1.0,0.0,0.0,0.0,F14
59.16,59.22,86.0,68.98,66.0,64.54,0.15,1.0,0.0,0.0,0.28751332,F14
63.42,62.26,86.0,54.98,64.66,67.23,0.15,1.0,0.0,0.0,0.227134888,F14
76.78,82.84,86.0,50.3,67.93,73.69,0.15,1.0,0.0,0.0,1.0,F14
57.85,59.71,86.0,69.48,66.29,64.76,0.15,1.0,0.0,0.0,0.314915272,F14
59.22,57.57,86.0,65.09,65.04,64.39,0.15,1.0,0.0,0.0,0.38355705,F14
63.71,64.68,86.0,55.79,65.39,68.0,0.15,1.0,0.0,0.0,0.56342003,F14
58.43,61.48,86.0,69.48,66.24,64.66,0.15,1.0,0.0,0.0,0.34698769,F14
65.85,60.18,86.0,57.49,64.88,66.83,0.15,1.0,0.0,0.0,0.428479,F14
75.9,86.0,86.0,50.14,66.84,72.53,0.15,1.0,0.0,0.0,1.0,F14
76.09,86.0,86.0,50.3,67.21,72.98,0.15,1.0,0.0,0.0,1.0,F14
61.38,66.24,86.0,68.34,67.66,66.67,0.15,1.0,0.0,0.0,0.546667961,F14
56.8,58.79,86.0,63.84,65.24,65.19,0.15,1.0,0.0,0.0,0.286879356,F14
60.9,59.59,86.0,59.94,64.54,65.47,0.15,1.0,0.0,0.0,0.47244427,F14
58.69,55.75,86.0,64.17,66.13,66.05,0.15,1.0,0.0,0.0,0.0,F14
56.69,59.18,86.0,63.03,64.72,64.82,0.15,1.0,0.0,0.0,0.343329797,F14
64.88,62.13,86.0,69.48,66.78,65.62,0.15,1.0,0.0,0.0,0.475623156,F14
56.62,59.85,86.0,69.39,65.89,64.43,0.15,1.0,0.0,0.0,0.40568501,F14
73.55,86.0,86.0,49.89,63.63,67.99,0.15,1.0,0.0,0.0,1.0,F14
55.86,56.77,86.0,67.8,65.17,63.72,0.15,1.0,0.0,0.0,0.20891815,F14
65.94,50.0,64.4,71.18,69.48,68.81,1.0,0.0,0.5,0.5328717,0.0,Normal
70.19,69.69,86.0,61.44,68.09,70.27,0.15,1.0,0.0,0.0,0.23552168,Normal
66.64,50.0,62.64,69.79,67.74,69.35,1.0,0.0,0.5,0.83088287,0.0,Normal
68.48,50.0,66.31,69.41,66.92,69.38,1.0,0.0,0.5,0.325798364,0.0,Normal
61.1,50.0,63.96,70.65,68.0,69.06,1.0,0.0,0.5,0.11672549,0.0,Normal
