Supply Air Temperature,Supply Air Temperature Heating Set Point,Supply Air Temperature Cooling Set Point,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Exhaust Air Damper Control Signal,Cooling Coil Valve Control Signal,Heating Coil Valve Control Signal,fault type
60.77,53.04,55.04,80.58,77.37,72.78,0.5,0.1,1.0,0.1,0.48,0.0,F1
59.01,53.04,55.04,79.04,76.08,71.55,0.27,0.13,1.0,0.1,0.72,0.0,F1
57.34,53.04,72.5,76.08,78.45,77.35,0.2,0.14,1.0,0.1,0.0,0.0,F1
63.74,53.04,72.5,67.37,67.68,71.33,0.21,1.0,0.0,0.9,0.0,0.0,F1
56.97,53.04,55.04,81.01,76.01,70.68,0.5,0.1,1.0,0.1,0.35,0.0,F1
58.94,53.04,55.04,85.73,76.3,69.99,0.5,0.1,1.0,0.1,0.61,0.0,F1
58.31,54.78,72.5,75.49,75.39,72.02,0.1,0.15,1.0,0.1,0.0,0.0,F1
60.01,53.04,55.04,85.39,75.43,68.77,0.5,0.1,1.0,0.1,0.67,0.0,F1
57.67,53.04,72.5,76.5,78.53,77.03,0.21,0.14,1.0,0.1,0.0,0.0,F1
61.26,53.04,55.04,83.0,76.22,70.57,0.5,0.1,1.0,0.1,0.6,0.0,F1
61.09,53.04,55.04,77.35,78.65,76.41,0.24,0.13,1.0,0.1,0.3,0.0,F1
57.74,53.04,55.04,80.6,76.27,71.12,0.5,0.1,1.0,0.1,0.37,0.0,F1
56.39,53.04,55.04,86.81,75.79,68.9,0.5,0.1,1.0,0.1,0.58,0.0,F1
58.26,53.04,59.74,69.77,69.79,71.81,0.25,1.0,0.0,0.9,0.31,0.0,F1
50.44,53.04,55.04,72.53,73.97,70.84,0.2,0.14,1.0,0.1,0.28,0.0,F1
55.7,53.04,55.04,86.33,75.36,68.4,0.5,0.1,1.0,0.1,0.6,0.0,F1
51.51,53.04,55.04,72.14,74.09,71.26,0.18,0.14,1.0,0.1,0.29,0.0,F1
63.2,53.04,72.5,67.57,67.97,70.82,0.25,1.0,0.0,0.9,0.0,0.0,F1
57.4,53.04,72.5,76.09,77.65,76.51,0.16,0.14,1.0,0.1,0.0,0.0,F1
49.71,53.04,55.04,73.72,74.14,70.28,0.21,0.14,1.0,0.1,0.31,0.0,F1
49.58,53.04,55.04,73.68,74.07,70.25,0.21,0.14,1.0,0.1,0.29,0.0,F1
52.74,53.04,55.04,86.66,74.69,67.38,0.5,0.1,1.0,0.1,0.34,0.0,F1
57.75,53.04,55.04,85.64,75.87,69.28,0.5,0.1,1.0,0.1,0.64,0.0,F1
63.23,53.04,72.5,67.49,67.47,70.93,0.31,1.0,0.0,0.9,0.0,0.0,F1
53.27,53.04,55.04,75.23,75.09,70.85,0.25,0.13,1.0,0.1,0.5,0.0,F1
53.78,53.04,55.04,84.1,74.99,68.36,0.5,0.1,1.0,0.1,0.32,0.0,F1
55.6,53.04,55.04,84.71,74.33,67.43,0.5,0.1,1.0,0.1,0.37,0.0,F1
50.69,53.04,55.04,73.83,74.36,70.36,0.24,0.13,1.0,0.1,0.37,0.0,F1
51.82,53.04,55.04,86.65,74.2,66.77,0.37,0.12,1.0,0.1,0.38,0.0,F1
77.12,53.04,55.04,78.12,84.45,83.19,0.5,0.1,1.0,0.1,1.0,0.0,F2
80.19,53.04,55.04,75.41,84.45,84.06,0.5,0.1,1.0,0.1,1.0,0.0,F2
82.21,53.04,55.04,65.44,67.37,84.12,0.5,1.0,0.0,0.9,1.0,0.0,F2
78.01,53.04,55.04,78.1,84.84,83.65,0.5,0.1,1.0,0.1,1.0,0.0,F2
82.83,53.04,55.04,64.3,66.77,84.31,0.5,1.0,0.0,0.9,1.0,0.0,F2
78.27,53.04,55.04,75.2,84.87,84.33,0.5,0.1,1.0,0.1,1.0,0.0,F2
80.03,53.04,55.04,74.19,84.46,84.17,0.5,0.1,1.0,0.1,1.0,0.0,F2
72.7,53.04,55.04,70.86,81.58,81.23,0.5,0.1,1.0,0.1,1.0,0.0,F2
83.13,53.04,55.04,63.09,65.41,82.78,0.5,1.0,0.0,0.9,1.0,0.0,F2
75.37,53.04,55.04,72.4,83.05,82.71,0.5,0.1,1.0,0.1,1.0,0.0,F2
79.05,53.04,55.04,78.43,84.95,83.84,0.5,0.1,1.0,0.1,1.0,0.0,F2
77.64,53.04,55.04,74.6,84.37,83.8,0.5,0.1,1.0,0.1,1.0,0.0,F2
87.34,53.04,55.04,71.7,72.57,85.33,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.04,53.04,55.04,66.72,68.6,84.1,0.5,1.0,0.0,0.9,1.0,0.0,F2
87.12,53.04,55.04,69.85,70.98,83.85,0.5,1.0,0.0,0.9,1.0,0.0,F2
87.61,53.04,55.04,71.77,72.87,86.01,0.5,1.0,0.0,0.9,1.0,0.0,F2
72.45,53.04,55.04,78.52,82.12,79.83,0.5,0.1,1.0,0.1,1.0,0.0,F2
87.82,53.04,55.04,73.22,73.84,86.23,0.5,1.0,0.0,0.9,1.0,0.0,F2
72.86,53.04,55.04,78.32,82.43,80.21,0.5,0.1,1.0,0.1,1.0,0.0,F2
73.05,53.04,55.04,77.92,81.81,79.59,0.5,0.1,1.0,0.1,1.0,0.0,F2
78.08,53.04,55.04,68.77,70.03,82.53,0.5,1.0,0.0,0.9,1.0,0.0,F2
76.78,53.04,55.04,75.2,83.98,83.17,0.5,0.1,1.0,0.1,1.0,0.0,F2
73.84,53.04,55.04,77.36,83.06,81.44,0.5,0.1,1.0,0.1,1.0,0.0,F2
73.17,53.04,55.04,70.5,80.56,81.04,0.5,1.0,0.0,0.9,1.0,0.0,F2
80.22,53.04,55.04,77.66,84.55,83.51,0.5,0.1,1.0,0.1,1.0,0.0,F2
81.8,53.04,55.04,68.67,69.65,83.96,0.5,1.0,0.0,0.9,1.0,0.0,F2
77.32,53.04,55.04,77.59,83.13,81.62,0.5,0.1,1.0,0.1,1.0,0.0,F2
83.15,53.04,55.04,63.6,65.7,82.99,0.5,1.0,0.0,0.9,1.0,0.0,F2
73.84,53.04,55.04,71.66,82.19,81.88,0.5,0.1,1.0,0.1,1.0,0.0,F2
76.03,53.04,55.04,74.57,83.45,82.99,0.5,0.1,1.0,0.1,1.0,0.0,F2
81.47,53.04,55.04,68.74,70.32,83.7,0.5,1.0,0.0,0.9,1.0,0.0,F2
81.77,53.04,55.04,68.16,69.88,83.94,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.48,53.04,55.04,64.08,66.63,84.14,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.1,53.04,55.04,65.86,68.06,84.1,0.5,1.0,0.0,0.9,1.0,0.0,F2
72.38,53.04,55.04,78.65,82.1,79.77,0.5,0.1,1.0,0.1,1.0,0.0,F2
81.62,53.04,55.04,68.6,69.87,83.83,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.52,53.04,55.04,64.83,66.85,84.16,0.5,1.0,0.0,0.9,1.0,0.0,F2
79.34,53.04,55.04,68.72,70.13,83.41,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.23,53.04,55.04,65.3,67.48,84.1,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.39,53.04,55.04,65.77,67.7,84.17,0.5,1.0,0.0,0.9,1.0,0.0,F2
76.7,53.04,55.04,77.78,84.28,83.02,0.5,0.1,1.0,0.1,1.0,0.0,F2
78.79,53.04,55.04,70.2,70.83,82.35,0.5,1.0,0.0,0.9,1.0,0.0,F2
87.18,53.04,55.04,71.04,72.06,84.03,0.5,1.0,0.0,0.9,1.0,0.0,F2
74.33,53.04,55.04,78.79,83.19,81.35,0.5,0.1,1.0,0.1,1.0,0.0,F2
89.74,53.04,55.04,74.95,88.4,89.54,0.5,0.1,1.0,0.1,1.0,0.0,F2
82.81,53.04,55.04,64.13,66.73,84.32,0.5,1.0,0.0,0.9,1.0,0.0,F2
72.04,53.04,55.04,78.41,81.85,79.53,0.5,0.1,1.0,0.1,1.0,0.0,F2
86.91,53.04,55.04,70.0,71.07,83.6,0.5,1.0,0.0,0.9,1.0,0.0,F2
81.99,53.04,55.04,66.52,68.78,84.05,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.92,53.04,55.04,64.25,66.32,84.32,0.5,1.0,0.0,0.9,1.0,0.0,F2
84.29,53.04,55.04,58.49,61.36,81.75,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.73,53.04,55.04,59.13,61.28,80.45,0.5,1.0,0.0,0.9,1.0,0.0,F3
76.71,53.04,55.04,66.44,67.92,82.8,0.5,1.0,0.0,0.9,1.0,0.0,F3
95.87,53.04,72.5,58.27,61.75,82.25,0.29,1.0,0.0,0.9,1.0,0.0,F3
83.01,53.04,55.04,58.77,61.11,80.58,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.62,53.04,55.04,65.04,67.25,86.0,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.09,53.04,55.04,58.9,61.28,80.64,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.34,53.04,55.04,67.37,68.71,84.09,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.76,53.04,55.04,65.51,68.04,86.15,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.34,53.04,55.04,65.49,67.31,83.74,0.5,1.0,0.0,0.9,1.0,0.0,F3
78.88,53.04,55.04,65.79,67.51,83.49,0.5,1.0,0.0,0.9,1.0,0.0,F3
75.13,53.04,55.04,65.51,67.41,84.15,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.34,53.04,55.04,62.74,65.14,84.15,0.5,1.0,0.0,0.9,1.0,0.0,F3
77.0,53.04,55.04,66.3,67.82,83.73,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.82,53.04,55.04,67.45,68.83,85.58,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.8,53.04,55.04,63.43,65.67,83.36,0.5,1.0,0.0,0.9,1.0,0.0,F3
86.05,53.04,55.04,66.53,68.3,86.6,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.0,53.04,55.04,64.73,67.04,83.68,0.5,1.0,0.0,0.9,1.0,0.0,F3
79.24,53.04,55.04,66.51,68.16,83.57,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.97,53.04,55.04,65.47,68.1,86.57,0.5,1.0,0.0,0.9,1.0,0.0,F3
86.14,53.04,55.04,66.5,68.29,87.28,0.5,1.0,0.0,0.9,1.0,0.0,F3
76.27,53.04,55.04,65.82,67.84,83.99,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.21,53.04,55.04,62.64,64.87,84.03,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.67,53.04,55.04,59.52,61.98,82.08,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.74,53.04,55.04,62.48,64.47,83.4,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.68,53.04,55.04,64.52,66.84,86.2,0.5,1.0,0.0,0.9,1.0,0.0,F3
81.09,53.04,55.04,65.58,67.33,83.91,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.13,53.04,55.04,64.76,66.8,85.32,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.51,53.04,55.04,65.28,67.15,85.85,0.5,1.0,0.0,0.9,1.0,0.0,F3
76.58,53.04,55.04,66.09,68.13,85.41,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.44,53.04,55.04,63.5,65.6,83.59,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.94,53.04,55.04,66.22,68.53,87.04,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.62,53.04,55.04,65.69,67.44,85.98,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.65,53.04,55.04,59.53,61.74,81.59,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.64,53.04,55.04,61.36,63.94,83.33,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.16,53.04,55.04,65.25,67.18,83.71,0.5,1.0,0.0,0.9,1.0,0.0,F3
103.01,72.5,72.5,58.92,63.68,79.46,0.1,1.0,0.0,0.9,0.46,0.0,F3
83.39,53.04,55.04,63.4,65.7,83.66,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.21,53.04,55.04,60.72,63.04,82.93,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.74,53.04,55.04,60.39,62.6,82.11,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.84,53.04,55.04,64.48,66.43,84.95,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.78,53.04,55.04,65.74,67.32,83.88,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.97,53.04,55.04,59.07,61.29,80.55,0.5,1.0,0.0,0.9,1.0,0.0,F3
76.4,53.04,55.04,66.29,67.8,82.75,0.5,1.0,0.0,0.9,1.0,0.0,F3
102.89,54.47,72.5,58.77,63.86,79.5,0.1,1.0,0.0,0.9,1.0,0.0,F3
83.79,53.04,55.04,63.02,64.68,83.43,0.5,1.0,0.0,0.9,1.0,0.0,F3
81.31,53.04,55.04,67.33,68.39,84.55,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.4,53.04,55.04,62.24,64.86,83.5,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.45,53.04,55.04,65.4,67.23,85.76,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.48,53.04,55.04,66.52,68.2,84.2,0.5,1.0,0.0,0.9,1.0,0.0,F3
81.17,53.04,55.04,61.21,63.87,82.77,0.5,1.0,0.0,0.9,1.0,0.0,F4
81.04,53.04,55.04,60.12,62.39,81.78,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.12,53.04,55.04,62.35,64.26,83.34,0.5,1.0,0.0,0.9,1.0,0.0,F4
77.95,53.04,55.04,64.16,66.57,84.22,0.5,1.0,0.0,0.9,1.0,0.0,F4
76.83,53.04,55.04,65.55,67.3,85.74,0.5,1.0,0.0,0.9,1.0,0.0,F4
71.95,53.04,55.04,65.05,67.99,83.56,0.5,1.0,0.0,0.9,1.0,0.0,F4
78.17,53.04,55.04,68.42,69.58,84.16,0.5,1.0,0.0,0.9,1.0,0.0,F4
74.96,53.04,55.04,68.95,70.06,82.81,0.5,1.0,0.0,0.9,1.0,0.0,F4
78.03,53.04,55.04,64.53,66.62,84.17,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.42,53.04,55.04,67.36,69.46,86.2,0.5,1.0,0.0,0.9,1.0,0.0,F4
73.16,53.04,55.04,68.14,69.6,84.59,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.2,53.04,55.04,58.55,60.94,79.55,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.52,53.04,55.04,56.96,59.4,79.07,0.5,1.0,0.0,0.9,1.0,0.0,F4
76.87,53.04,55.04,64.22,66.94,85.57,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.23,53.04,55.04,68.13,69.5,84.55,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.53,53.04,55.04,68.47,70.0,85.51,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.06,53.04,55.04,67.4,69.18,84.49,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.22,53.04,55.04,68.48,70.06,85.94,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.2,53.04,55.04,62.52,64.94,82.67,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.48,53.04,55.04,67.07,68.38,85.88,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.49,53.04,55.04,59.55,61.82,79.86,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.45,53.04,55.04,64.9,66.82,84.44,0.5,1.0,0.0,0.9,1.0,0.0,F4
72.54,53.04,55.04,68.06,69.23,84.02,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.17,53.04,55.04,61.97,64.37,83.41,0.5,1.0,0.0,0.9,1.0,0.0,F4
73.73,53.04,55.04,66.44,68.22,83.07,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.41,53.04,55.04,66.31,68.15,85.83,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.94,53.04,55.04,57.54,60.05,79.29,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.38,53.04,55.04,68.16,70.17,85.66,0.5,1.0,0.0,0.9,1.0,0.0,F4
85.43,53.04,55.04,68.32,70.24,87.77,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.58,53.04,55.04,63.05,65.17,83.75,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.04,53.04,55.04,58.16,60.5,79.39,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.07,53.04,55.04,68.64,70.36,86.46,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.92,53.04,55.04,65.49,67.24,85.02,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.33,53.04,55.04,56.65,59.36,79.3,0.5,1.0,0.0,0.9,1.0,0.0,F4
81.12,53.04,55.04,61.53,63.98,82.76,0.5,1.0,0.0,0.9,1.0,0.0,F4
72.65,53.04,55.04,66.67,68.57,83.26,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.99,53.04,55.04,68.99,70.54,86.43,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.35,53.04,55.04,65.7,67.6,85.73,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.27,53.04,55.04,56.99,59.65,79.05,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.88,53.04,55.04,66.92,69.4,86.87,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.84,53.04,55.04,67.89,69.8,86.83,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.79,53.04,55.04,68.61,70.26,86.8,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.79,53.04,55.04,59.97,62.28,80.14,0.5,1.0,0.0,0.9,1.0,0.0,F4
85.55,53.04,55.04,68.68,69.9,87.2,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.72,53.04,55.04,62.53,64.95,82.72,0.5,1.0,0.0,0.9,1.0,0.0,F4
74.49,53.04,55.04,67.3,69.15,85.32,0.5,1.0,0.0,0.9,1.0,0.0,F4
85.33,53.04,55.04,67.82,69.2,86.84,0.5,1.0,0.0,0.9,1.0,0.0,F4
81.74,53.04,55.04,61.49,63.85,83.06,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.41,53.04,55.04,62.0,64.68,83.49,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.93,53.04,55.04,64.27,66.07,84.01,0.5,1.0,0.0,0.9,1.0,0.0,F4
65.38,53.04,72.5,62.32,64.42,72.91,0.32,1.0,0.0,0.9,0.0,0.0,F5
55.96,53.04,55.04,68.09,68.57,72.19,0.45,1.0,0.0,0.9,0.42,0.0,F5
67.25,53.04,70.3,63.97,66.18,75.1,0.5,1.0,0.0,0.9,0.0,0.0,F5
55.84,53.04,55.04,68.23,68.18,71.01,0.5,1.0,0.0,0.9,0.45,0.0,F5
55.08,53.04,55.04,68.08,68.29,71.31,0.48,1.0,0.0,0.9,0.39,0.0,F5
54.55,53.04,55.04,68.92,68.3,70.55,0.43,1.0,0.0,0.9,0.4,0.0,F5
64.84,53.04,63.67,63.43,65.59,74.3,0.5,1.0,0.0,0.9,0.24,0.0,F5
64.39,53.04,63.11,63.28,65.63,74.33,0.5,1.0,0.0,0.9,0.25,0.0,F5
55.27,53.04,55.04,67.97,68.18,70.7,0.47,1.0,0.0,0.9,0.44,0.0,F5
55.35,53.04,55.04,68.41,68.38,70.98,0.5,1.0,0.0,0.9,0.43,0.0,F5
65.41,53.04,72.5,61.67,64.18,72.38,0.32,1.0,0.0,0.9,0.0,0.0,F5
57.02,53.04,55.04,66.63,67.65,72.66,0.43,1.0,0.0,0.9,0.4,0.0,F5
55.34,53.04,55.04,66.5,67.5,70.96,0.5,1.0,0.0,0.9,0.41,0.0,F5
64.43,53.04,63.08,65.24,66.85,74.2,0.47,1.0,0.0,0.9,0.3,0.0,F5
64.48,53.04,63.36,63.52,65.68,74.34,0.5,1.0,0.0,0.9,0.24,0.0,F5
72.56,65.16,72.5,61.94,74.38,74.9,0.1,0.7,0.34,0.63,0.0,0.0,F5
55.66,53.04,55.04,67.77,68.15,70.74,0.48,1.0,0.0,0.9,0.46,0.0,F5
64.07,53.04,64.53,64.13,65.96,73.93,0.5,1.0,0.0,0.9,0.2,0.0,F5
55.46,53.04,57.78,65.42,66.27,70.59,0.38,1.0,0.0,0.9,0.25,0.0,F5
70.21,53.04,72.5,61.27,65.84,74.7,0.2,1.0,0.0,0.9,0.0,0.0,F5
70.54,53.04,72.5,61.38,66.01,74.72,0.18,1.0,0.0,0.9,0.0,0.0,F5
60.38,53.04,72.5,63.97,64.82,69.35,0.27,1.0,0.0,0.9,0.0,0.0,F5
55.65,53.04,55.04,68.48,68.56,70.96,0.5,1.0,0.0,0.9,0.44,0.0,F5
64.62,53.04,64.36,64.29,66.22,74.02,0.49,1.0,0.0,0.9,0.23,0.0,F5
67.15,53.04,64.74,63.96,65.98,75.07,0.5,1.0,0.0,0.9,0.15,0.0,F5
54.87,53.04,55.04,67.83,68.19,71.52,0.48,1.0,0.0,0.9,0.39,0.0,F5
54.29,53.04,55.04,67.35,66.9,70.5,0.41,1.0,0.0,0.9,0.38,0.0,F5
69.7,53.04,72.5,61.3,65.68,74.64,0.22,1.0,0.0,0.9,0.0,0.0,F5
66.09,53.04,72.5,62.83,65.12,74.96,0.46,1.0,0.0,0.9,0.0,0.0,F5
58.92,53.04,62.24,65.07,66.09,71.16,0.4,1.0,0.0,0.9,0.16,0.0,F5
60.3,53.04,65.73,64.35,65.47,70.21,0.44,1.0,0.0,0.9,0.01,0.0,F5
60.44,53.04,72.5,63.68,64.73,69.03,0.36,1.0,0.0,0.9,0.0,0.0,F5
55.66,53.04,55.04,67.79,68.13,71.01,0.5,1.0,0.0,0.9,0.44,0.0,F5
64.4,53.04,63.35,63.66,65.72,74.32,0.5,1.0,0.0,0.9,0.18,0.0,F5
66.13,53.04,72.5,61.59,64.47,72.8,0.33,1.0,0.0,0.9,0.0,0.0,F5
53.92,53.04,55.04,67.3,66.53,70.5,0.39,1.0,0.0,0.9,0.36,0.0,F5
63.41,53.04,62.8,64.91,66.45,74.25,0.47,1.0,0.0,0.9,0.25,0.0,F5
67.46,53.04,69.06,63.63,66.11,75.03,0.5,1.0,0.0,0.9,0.0,0.0,F5
65.17,53.04,63.82,62.93,65.46,74.34,0.5,1.0,0.0,0.9,0.22,0.0,F5
55.07,53.04,55.04,67.33,67.53,71.13,0.49,1.0,0.0,0.9,0.4,0.0,F5
71.99,55.56,72.5,61.85,67.02,74.72,0.1,1.0,0.0,0.9,0.0,0.0,F5
57.6,53.04,55.04,67.85,68.1,73.15,0.43,1.0,0.0,0.9,0.41,0.0,F5
67.16,53.04,66.23,63.53,65.89,75.1,0.5,1.0,0.0,0.9,0.06,0.0,F5
66.28,53.04,72.5,61.58,64.51,72.93,0.32,1.0,0.0,0.9,0.0,0.0,F5
56.43,53.04,55.04,68.29,68.48,72.27,0.45,1.0,0.0,0.9,0.42,0.0,F5
54.97,53.04,55.04,68.47,68.36,71.34,0.48,1.0,0.0,0.9,0.39,0.0,F5
63.8,53.04,63.58,63.84,65.86,73.9,0.5,1.0,0.0,0.9,0.23,0.0,F5
65.73,53.04,72.5,61.37,64.18,72.53,0.33,1.0,0.0,0.9,0.0,0.0,F5
66.33,53.04,72.5,63.36,65.41,74.86,0.47,1.0,0.0,0.9,0.0,0.0,F5
63.45,53.04,63.72,63.27,65.76,73.92,0.5,1.0,0.0,0.9,0.21,0.0,F5
56.7,53.04,55.04,68.39,68.3,71.81,0.39,1.0,0.0,0.9,0.35,0.0,F6
55.11,53.04,55.04,70.75,70.17,70.74,0.39,1.0,0.0,0.9,0.38,0.0,F6
64.77,53.04,72.5,62.64,63.64,72.71,0.47,1.0,0.0,0.9,0.0,0.0,F6
72.46,71.2,72.5,58.33,75.29,73.44,0.1,0.15,1.0,0.1,0.0,0.16,F6
54.83,53.04,55.04,70.62,70.2,71.46,0.27,1.0,0.0,0.9,0.34,0.0,F6
55.22,53.04,55.04,69.06,69.12,70.55,0.4,1.0,0.0,0.9,0.38,0.0,F6
55.35,53.04,55.04,71.78,71.26,70.85,0.39,1.0,0.0,0.9,0.39,0.0,F6
64.65,53.04,72.5,62.37,63.62,72.85,0.47,1.0,0.0,0.9,0.0,0.0,F6
72.24,72.5,72.5,56.91,74.07,72.58,0.1,0.15,1.0,0.1,0.0,0.25,F6
66.64,53.04,69.2,66.15,66.72,70.21,0.38,1.0,0.0,0.9,0.12,0.0,F6
63.87,53.04,72.5,60.84,62.14,75.37,0.37,1.0,0.0,0.9,0.0,0.0,F6
64.03,53.04,72.5,60.14,61.97,75.64,0.37,1.0,0.0,0.9,0.0,0.0,F6
68.02,53.04,72.5,59.61,61.93,76.98,0.29,1.0,0.0,0.9,0.0,0.0,F6
59.52,53.04,56.67,68.15,67.73,72.69,0.39,1.0,0.0,0.9,0.29,0.0,F6
55.35,53.04,55.04,68.85,68.87,70.57,0.42,1.0,0.0,0.9,0.38,0.0,F6
72.59,72.5,72.5,55.75,73.78,72.46,0.1,0.15,1.0,0.1,0.0,0.23,F6
60.03,53.04,56.57,65.57,66.26,72.86,0.5,1.0,0.0,0.9,0.31,0.0,F6
