Supply Air Temperature,Supply Air Temperature Heating Set Point,Supply Air Temperature Cooling Set Point,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Exhaust Air Damper Control Signal,Cooling Coil Valve Control Signal,Heating Coil Valve Control Signal,fault type
64.59,53.04,66.63,63.7,64.39,71.44,0.49,1.0,0.0,0.9,0.12,0.0,Normal
67.87,53.04,69.94,67.9,68.05,70.81,0.33,1.0,0.0,0.9,0.11,0.0,Normal
56.52,53.04,55.04,68.68,68.55,71.75,0.36,1.0,0.0,0.9,0.35,0.0,Normal
68.81,53.04,72.5,56.33,60.08,77.08,0.27,1.0,0.0,0.9,0.0,0.0,Normal
55.72,53.04,55.04,72.71,72.71,68.45,0.45,0.11,1.0,0.1,0.42,0.0,Normal
55.79,53.04,55.04,70.83,70.22,71.58,0.38,1.0,0.0,0.9,0.37,0.0,Normal
72.14,70.12,72.5,62.65,74.94,73.48,0.1,0.15,1.0,0.1,0.0,0.09,Normal
64.11,53.04,65.55,63.86,64.59,71.38,0.48,1.0,0.0,0.9,0.16,0.0,Normal
62.09,53.04,72.5,59.52,61.05,72.99,0.41,1.0,0.0,0.9,0.0,0.0,Normal
63.74,53.04,65.29,63.97,64.62,71.33,0.49,1.0,0.0,0.9,0.18,0.0,Normal
59.89,53.04,56.65,63.79,64.78,72.59,0.5,1.0,0.0,0.9,0.25,0.0,Normal
56.03,53.04,55.04,70.64,70.34,71.56,0.38,1.0,0.0,0.9,0.38,0.0,Normal
57.07,53.04,56.61,64.71,65.19,70.54,0.49,1.0,0.0,0.9,0.35,0.0,Normal
55.74,53.04,55.04,70.88,70.69,71.45,0.39,1.0,0.0,0.9,0.37,0.0,Normal
64.92,53.04,67.85,62.79,63.67,71.52,0.5,1.0,0.0,0.9,0.06,0.0,Normal
67.86,53.04,66.11,66.33,66.85,73.69,0.49,1.0,0.0,0.9,0.1,0.0,Normal
61.94,53.04,58.76,66.79,67.43,73.41,0.47,1.0,0.0,0.9,0.23,0.0,Normal
56.23,53.04,55.04,73.58,72.84,68.49,0.45,0.11,1.0,0.1,0.45,0.0,Normal
61.43,53.04,72.5,58.42,60.13,73.36,0.35,1.0,0.0,0.9,0.0,0.0,Normal
57.93,53.04,58.5,65.05,65.47,70.52,0.46,1.0,0.0,0.9,0.28,0.0,Normal
69.98,53.04,72.5,56.63,60.41,76.97,0.24,1.0,0.0,0.9,0.0,0.0,Normal
72.27,72.5,72.5,59.5,73.87,72.05,0.1,0.15,1.0,0.1,0.0,0.25,Normal
72.3,72.5,72.5,53.8,73.42,71.77,0.1,0.15,1.0,0.1,0.0,0.24,Normal
72.59,72.5,72.5,59.04,74.16,72.04,0.1,0.15,1.0,0.1,0.0,0.22,Normal
54.63,53.04,55.04,73.73,72.5,67.97,0.46,0.1,1.0,0.1,0.39,0.0,Normal
63.08,53.04,72.5,60.44,61.82,72.51,0.43,1.0,0.0,0.9,0.0,0.0,Normal
67.77,53.04,68.65,66.82,67.09,73.67,0.48,1.0,0.0,0.9,0.0,0.0,Normal
55.09,53.04,55.04,73.42,72.51,67.99,0.45,0.11,1.0,0.1,0.41,0.0,Normal
57.83,53.04,55.05,66.64,66.61,71.58,0.43,1.0,0.0,0.9,0.33,0.0,Normal
65.18,53.04,60.95,63.36,64.4,73.03,0.5,1.0,0.0,0.9,0.23,0.0,Normal
67.56,53.04,70.18,66.61,66.94,73.6,0.48,1.0,0.0,0.9,0.0,0.0,Normal
62.78,53.04,72.5,60.21,61.78,72.75,0.45,1.0,0.0,0.9,0.0,0.0,Normal
65.18,53.04,61.74,63.52,64.07,72.97,0.5,1.0,0.0,0.9,0.18,0.0,Normal
58.02,53.04,58.65,64.89,65.56,70.51,0.44,1.0,0.0,0.9,0.29,0.0,Normal
72.19,72.5,72.5,59.68,73.94,72.05,0.1,0.15,1.0,0.1,0.0,0.25,Normal
65.01,53.04,62.91,63.68,64.52,72.9,0.5,1.0,0.0,0.9,0.11,0.0,Normal
55.41,53.04,55.04,72.62,72.73,68.46,0.45,0.11,1.0,0.1,0.41,0.0,Normal
58.03,53.04,58.68,65.24,65.7,70.57,0.43,1.0,0.0,0.9,0.28,0.0,Normal
56.41,53.04,55.04,73.3,72.78,68.45,0.46,0.1,1.0,0.1,0.48,0.0,Normal
56.82,53.04,55.78,65.04,65.38,70.55,0.47,1.0,0.0,0.9,0.34,0.0,Normal
55.26,53.04,55.04,72.72,73.13,69.23,0.42,0.11,1.0,0.1,0.39,0.0,Normal
55.42,53.04,55.04,72.14,73.08,69.12,0.43,0.11,1.0,0.1,0.39,0.0,Normal
72.81,72.5,72.5,55.15,74.34,72.79,0.1,0.15,1.0,0.1,0.0,0.21,Normal
67.42,53.04,71.37,65.97,66.7,73.63,0.48,1.0,0.0,0.9,0.0,0.0,Normal
62.8,53.04,59.2,66.85,67.32,72.98,0.43,1.0,0.0,0.9,0.31,0.0,Normal
57.2,53.04,55.04,66.0,65.96,70.86,0.45,1.0,0.0,0.9,0.37,0.0,Normal
56.97,53.04,57.29,69.52,69.39,71.46,0.27,1.0,0.0,0.9,0.3,0.0,Normal
55.6,53.04,55.04,74.3,73.03,68.56,0.43,0.11,1.0,0.1,0.41,0.0,Normal
72.34,72.5,72.5,59.48,73.98,72.07,0.1,0.15,1.0,0.1,0.0,0.24,Normal
62.57,53.04,63.94,69.23,68.97,69.75,0.26,1.0,0.0,0.9,0.2,0.0,Normal
62.67,53.04,64.01,64.03,64.99,71.37,0.45,1.0,0.0,0.9,0.19,0.0,Normal
58.25,53.04,55.89,67.82,68.31,72.64,0.39,1.0,0.0,0.9,0.32,0.0,Normal
59.52,53.04,55.82,66.42,66.35,71.83,0.46,1.0,0.0,0.9,0.34,0.0,Normal
56.71,53.04,56.97,65.59,65.71,70.45,0.47,1.0,0.0,0.9,0.29,0.0,Normal
54.61,53.04,55.04,72.71,72.29,67.98,0.45,0.11,1.0,0.1,0.4,0.0,Normal
68.0,53.04,72.5,64.42,65.24,76.5,0.36,1.0,0.0,0.9,0.0,0.0,Normal
62.11,53.04,72.5,60.08,61.36,72.93,0.42,1.0,0.0,0.9,0.0,0.0,Normal
56.83,53.04,57.38,69.52,69.39,71.41,0.27,1.0,0.0,0.9,0.29,0.0,Normal
54.12,53.04,55.04,70.91,70.32,69.59,0.36,1.0,0.0,0.9,0.35,0.0,Normal
54.1,53.04,55.04,70.53,70.06,69.56,0.38,1.0,0.0,0.9,0.35,0.0,Normal
60.86,53.04,61.24,66.04,66.38,71.31,0.41,1.0,0.0,0.9,0.26,0.0,Normal
56.61,53.04,55.3,65.92,65.97,70.7,0.46,1.0,0.0,0.9,0.35,0.0,Normal
71.53,63.22,72.5,63.37,75.24,75.86,0.1,0.6,0.47,0.52,0.0,0.0,Normal
64.79,53.04,67.0,63.64,64.26,71.47,0.5,1.0,0.0,0.9,0.12,0.0,Normal
58.19,53.04,55.67,68.36,68.44,72.51,0.37,1.0,0.0,0.9,0.33,0.0,Normal
72.3,72.5,72.5,59.47,73.62,72.06,0.1,0.15,1.0,0.1,0.0,0.24,Normal
71.6,54.51,72.5,56.54,63.6,76.94,0.1,1.0,0.0,0.9,0.0,0.0,Normal
61.6,53.04,72.5,57.66,59.67,74.14,0.33,1.0,0.0,0.9,0.0,0.0,Normal
72.01,69.36,72.5,62.72,74.89,73.55,0.1,0.15,1.0,0.1,0.0,0.06,Normal
71.94,62.32,72.5,56.46,72.9,77.6,0.1,0.68,0.37,0.6,0.0,0.0,Normal
72.81,72.5,72.5,61.5,74.7,72.88,0.1,0.15,1.0,0.1,0.0,0.21,Normal
72.22,72.5,72.5,53.9,73.51,71.78,0.1,0.15,1.0,0.1,0.0,0.25,Normal
72.75,72.5,72.5,55.73,75.34,73.57,0.1,0.15,1.0,0.1,0.0,0.21,Normal
54.56,53.04,55.04,70.54,69.82,68.32,0.39,1.0,0.0,0.9,0.38,0.0,Normal
55.89,53.04,55.04,70.19,69.9,71.88,0.38,1.0,0.0,0.9,0.35,0.0,Normal
72.78,72.5,72.5,55.21,74.49,72.85,0.1,0.15,1.0,0.1,0.0,0.21,Normal
72.36,72.5,72.5,53.76,73.58,71.77,0.1,0.15,1.0,0.1,0.0,0.23,Normal
63.23,53.04,72.5,60.19,62.2,70.58,0.15,1.0,0.0,0.9,0.0,0.0,Normal
57.94,53.04,58.53,66.62,66.72,71.12,0.41,1.0,0.0,0.9,0.27,0.0,Normal
63.28,53.04,72.5,60.31,62.18,70.36,0.17,1.0,0.0,0.9,0.0,0.0,Normal
64.34,53.04,72.5,57.0,59.6,76.36,0.34,1.0,0.0,0.9,0.0,0.0,Normal
72.51,72.5,72.5,54.35,73.87,71.96,0.1,0.15,1.0,0.1,0.0,0.24,Normal
55.5,53.04,55.04,73.29,72.78,68.42,0.45,0.11,1.0,0.1,0.42,0.0,Normal
72.38,72.5,72.5,53.74,73.46,71.77,0.1,0.15,1.0,0.1,0.0,0.23,Normal
55.18,53.04,55.04,73.52,73.26,69.25,0.42,0.11,1.0,0.1,0.38,0.0,Normal
54.21,53.04,55.04,71.86,70.94,70.59,0.3,1.0,0.0,0.9,0.32,0.0,Normal
55.45,53.04,55.04,73.33,72.77,68.48,0.45,0.11,1.0,0.1,0.42,0.0,Normal
56.18,53.04,55.04,71.26,70.4,71.85,0.34,1.0,0.0,0.9,0.37,0.0,Normal
55.59,53.04,55.04,73.03,72.84,68.52,0.46,0.1,1.0,0.1,0.44,0.0,Normal
56.25,53.04,55.04,73.26,72.77,68.44,0.46,0.1,1.0,0.1,0.48,0.0,Normal
54.29,53.04,55.04,70.75,70.17,69.67,0.37,1.0,0.0,0.9,0.35,0.0,Normal
63.05,53.04,72.5,62.47,62.8,72.51,0.44,1.0,0.0,0.9,0.0,0.0,Normal
61.71,53.04,72.5,59.6,60.87,73.06,0.38,1.0,0.0,0.9,0.0,0.0,Normal
72.19,72.5,72.5,53.91,73.22,71.77,0.1,0.15,1.0,0.1,0.0,0.25,Normal
67.26,53.04,69.14,68.53,68.44,70.61,0.3,1.0,0.0,0.9,0.13,0.0,Normal
54.85,53.04,55.04,73.14,72.48,67.95,0.46,0.11,1.0,0.1,0.4,0.0,Normal
54.46,53.04,55.04,69.48,69.45,71.08,0.3,1.0,0.0,0.9,0.32,0.0,Normal
72.51,72.5,72.5,59.97,73.72,72.09,0.1,0.15,1.0,0.1,0.0,0.24,Normal
67.32,53.04,72.1,66.18,66.65,73.77,0.49,1.0,0.0,0.9,0.0,0.0,Normal
65.0,53.04,65.46,63.04,63.73,72.68,0.5,1.0,0.0,0.9,0.0,0.0,Normal
55.32,53.04,55.04,72.77,72.47,68.23,0.46,0.1,1.0,0.1,0.44,0.0,Normal
72.25,72.5,72.5,53.9,73.6,71.77,0.1,0.15,1.0,0.1,0.0,0.24,Normal
61.7,53.04,72.5,58.42,60.55,73.06,0.38,1.0,0.0,0.9,0.0,0.0,Normal
72.13,72.5,72.5,54.1,73.07,71.78,0.1,0.15,1.0,0.1,0.0,0.26,Normal
57.44,53.04,55.04,69.32,68.83,72.43,0.37,1.0,0.0,0.9,0.35,0.0,Normal
59.04,53.04,55.58,65.15,66.1,71.7,0.46,1.0,0.0,0.9,0.35,0.0,Normal
72.6,72.5,72.5,53.66,74.2,71.76,0.1,0.15,1.0,0.1,0.0,0.22,Normal
59.43,53.04,56.98,67.54,67.91,72.72,0.4,1.0,0.0,0.9,0.32,0.0,Normal
65.45,53.04,67.07,68.3,68.43,70.18,0.29,1.0,0.0,0.9,0.18,0.0,Normal
67.55,53.04,69.79,68.29,68.36,70.69,0.31,1.0,0.0,0.9,0.12,0.0,Normal
64.12,53.04,70.39,63.25,63.74,72.18,0.5,1.0,0.0,0.9,0.0,0.0,Normal
71.66,55.56,72.5,56.95,64.06,77.2,0.1,1.0,0.0,0.9,0.0,0.0,Normal
58.26,53.04,58.22,65.99,66.34,70.78,0.41,1.0,0.0,0.9,0.31,0.0,Normal
54.66,53.04,55.04,70.23,70.14,71.11,0.32,1.0,0.0,0.9,0.34,0.0,Normal
72.75,72.5,72.5,55.35,74.32,72.92,0.1,0.15,1.0,0.1,0.0,0.21,Normal
65.64,53.04,72.5,57.5,59.95,76.82,0.33,1.0,0.0,0.9,0.0,0.0,Normal
54.43,53.04,55.04,72.04,71.11,70.82,0.31,1.0,0.0,0.9,0.33,0.0,Normal
55.55,53.04,55.04,72.49,72.96,68.86,0.43,0.11,1.0,0.1,0.4,0.0,Normal
56.87,53.04,55.04,67.89,68.12,71.97,0.4,1.0,0.0,0.9,0.36,0.0,Normal
65.73,53.04,67.52,68.45,68.43,70.31,0.3,1.0,0.0,0.9,0.16,0.0,Normal
55.66,53.04,55.04,70.1,70.09,71.6,0.38,1.0,0.0,0.9,0.36,0.0,Normal
59.34,53.04,59.93,65.34,66.15,71.36,0.44,1.0,0.0,0.9,0.27,0.0,Normal
61.33,53.04,72.5,59.1,60.28,73.5,0.35,1.0,0.0,0.9,0.0,0.0,Normal
63.48,53.04,72.5,61.81,62.9,69.63,0.26,1.0,0.0,0.9,0.0,0.0,Normal
63.53,53.04,72.5,61.83,62.8,69.55,0.3,1.0,0.0,0.9,0.0,0.0,Normal
72.75,72.5,72.5,54.65,74.19,72.35,0.1,0.15,1.0,0.1,0.0,0.22,Normal
54.6,53.04,55.04,68.72,68.94,71.05,0.3,1.0,0.0,0.9,0.32,0.0,Normal
65.78,53.04,67.69,68.39,68.39,70.32,0.3,1.0,0.0,0.9,0.15,0.0,Normal
62.56,53.04,72.5,60.91,62.07,72.83,0.43,1.0,0.0,0.9,0.0,0.0,Normal
56.79,53.04,55.04,65.12,66.13,71.14,0.46,1.0,0.0,0.9,0.34,0.0,Normal
72.18,72.5,72.5,59.59,73.95,72.06,0.1,0.15,1.0,0.1,0.0,0.25,Normal
57.33,53.04,55.04,68.64,68.93,72.29,0.35,1.0,0.0,0.9,0.36,0.0,Normal
72.6,72.5,72.5,53.66,74.14,71.76,0.1,0.15,1.0,0.1,0.0,0.22,Normal
54.87,53.04,55.04,72.69,72.68,68.34,0.47,0.1,1.0,0.1,0.41,0.0,Normal
67.36,53.04,71.83,66.32,66.58,73.71,0.49,1.0,0.0,0.9,0.0,0.0,Normal
67.93,53.04,64.54,66.91,67.42,73.71,0.45,1.0,0.0,0.9,0.18,0.0,Normal
62.38,53.04,63.86,64.02,64.85,71.49,0.5,1.0,0.0,0.9,0.2,0.0,Normal
68.26,53.04,72.5,63.47,65.29,76.57,0.35,1.0,0.0,0.9,0.0,0.0,Normal
59.2,53.04,59.44,65.9,66.4,71.15,0.42,1.0,0.0,0.9,0.28,0.0,Normal
55.32,53.04,55.04,72.45,73.05,69.01,0.42,0.11,1.0,0.1,0.39,0.0,Normal
72.22,72.5,72.5,53.86,73.45,71.78,0.1,0.15,1.0,0.1,0.0,0.25,Normal
72.54,72.5,72.5,60.01,73.66,72.11,0.1,0.15,1.0,0.1,0.0,0.24,Normal
62.98,53.04,72.5,60.17,61.77,72.49,0.44,1.0,0.0,0.9,0.0,0.0,Normal
63.86,53.04,71.93,61.78,63.05,72.1,0.5,1.0,0.0,0.9,0.0,0.0,Normal
55.69,53.04,55.04,73.29,72.75,68.38,0.45,0.11,1.0,0.1,0.43,0.0,Normal
54.49,53.04,55.04,72.62,72.26,67.96,0.44,0.11,1.0,0.1,0.39,0.0,Normal
72.56,72.5,72.5,60.04,73.8,72.12,0.1,0.15,1.0,0.1,0.0,0.24,Normal
55.41,53.04,55.04,72.06,73.13,69.26,0.42,0.11,1.0,0.1,0.39,0.0,Normal
56.08,53.04,55.04,72.29,72.56,68.57,0.41,0.11,1.0,0.1,0.45,0.0,Normal
61.12,53.04,57.48,67.14,67.65,73.09,0.43,1.0,0.0,0.9,0.33,0.0,Normal
67.1,53.04,72.5,65.61,66.31,74.18,0.48,1.0,0.0,0.9,0.0,0.0,Normal
63.47,53.04,72.5,62.03,62.98,69.67,0.25,1.0,0.0,0.9,0.0,0.0,Normal
64.06,53.04,65.36,63.4,64.49,71.38,0.48,1.0,0.0,0.9,0.17,0.0,Normal
55.53,53.04,55.04,70.43,70.17,71.64,0.38,1.0,0.0,0.9,0.36,0.0,Normal
61.44,53.04,72.5,59.58,60.66,73.14,0.36,1.0,0.0,0.9,0.0,0.0,Normal
56.29,53.04,55.04,73.58,72.96,68.67,0.46,0.11,1.0,0.1,0.47,0.0,Normal
58.18,53.04,58.16,65.82,66.44,71.17,0.41,1.0,0.0,0.9,0.3,0.0,Normal
63.06,53.04,59.07,66.36,67.1,73.0,0.45,1.0,0.0,0.9,0.3,0.0,Normal
58.52,53.04,58.98,66.31,66.63,70.98,0.4,1.0,0.0,0.9,0.27,0.0,Normal
56.6,53.04,55.54,65.7,65.99,70.67,0.43,1.0,0.0,0.9,0.33,0.0,Normal
63.7,53.04,72.5,57.4,59.66,76.12,0.34,1.0,0.0,0.9,0.0,0.0,Normal
58.91,53.04,58.31,65.65,65.86,70.7,0.46,1.0,0.0,0.9,0.34,0.0,Normal
56.91,53.04,57.21,65.98,66.0,70.35,0.43,1.0,0.0,0.9,0.29,0.0,Normal
67.87,53.04,65.55,66.28,67.12,73.68,0.47,1.0,0.0,0.9,0.13,0.0,Normal
57.87,53.04,58.3,66.42,66.51,70.9,0.42,1.0,0.0,0.9,0.3,0.0,Normal
54.9,53.04,55.04,71.24,70.76,71.09,0.32,1.0,0.0,0.9,0.35,0.0,Normal
63.85,53.04,65.2,63.58,64.58,71.34,0.49,1.0,0.0,0.9,0.17,0.0,Normal
54.32,53.04,55.04,73.19,72.36,67.96,0.46,0.1,1.0,0.1,0.39,0.0,Normal
72.45,72.5,72.5,54.32,73.55,71.89,0.1,0.15,1.0,0.1,0.0,0.24,Normal
68.86,53.04,72.5,64.2,65.52,76.67,0.32,1.0,0.0,0.9,0.0,0.0,Normal
65.41,53.04,59.45,63.86,64.56,73.08,0.5,1.0,0.0,0.9,0.31,0.0,Normal
67.21,53.04,72.5,65.28,65.76,75.69,0.41,1.0,0.0,0.9,0.0,0.0,Normal
71.57,64.79,72.5,63.64,75.8,75.25,0.1,0.48,0.61,0.41,0.0,0.0,Normal
57.49,53.04,55.04,68.43,68.73,72.33,0.36,1.0,0.0,0.9,0.36,0.0,Normal
59.85,53.04,56.93,68.11,67.98,72.76,0.39,1.0,0.0,0.9,0.33,0.0,Normal
61.77,53.04,72.5,59.0,60.69,73.04,0.39,1.0,0.0,0.9,0.0,0.0,Normal
63.19,53.04,72.5,60.67,61.88,72.42,0.46,1.0,0.0,0.9,0.0,0.0,Normal
65.12,53.04,67.45,64.14,64.58,72.47,0.5,1.0,0.0,0.9,0.0,0.0,Normal
65.0,53.04,67.8,64.05,64.76,72.44,0.5,1.0,0.0,0.9,0.0,0.0,Normal
72.18,66.72,72.5,56.27,77.47,76.81,0.1,0.31,0.81,0.25,0.0,0.0,Normal
64.85,53.04,67.04,62.95,64.06,71.49,0.5,1.0,0.0,0.9,0.11,0.0,Normal
63.46,53.04,72.5,61.79,62.78,72.27,0.49,1.0,0.0,0.9,0.0,0.0,Normal
72.6,71.66,72.5,62.43,74.33,73.27,0.1,0.15,1.0,0.1,0.01,0.15,Normal
58.09,53.04,58.63,65.35,65.75,70.51,0.43,1.0,0.0,0.9,0.28,0.0,Normal
56.04,53.04,55.04,69.43,69.4,71.83,0.37,1.0,0.0,0.9,0.35,0.0,Normal
58.43,53.04,58.9,66.5,66.5,70.98,0.4,1.0,0.0,0.9,0.27,0.0,Normal
57.16,53.04,57.74,69.55,69.35,71.22,0.28,1.0,0.0,0.9,0.28,0.0,Normal
72.4,71.18,72.5,62.44,74.66,73.36,0.1,0.15,1.0,0.1,0.0,0.14,Normal
56.24,53.04,55.04,69.16,69.22,71.81,0.37,1.0,0.0,0.9,0.36,0.0,Normal
59.77,53.04,60.56,65.52,66.3,71.2,0.41,1.0,0.0,0.9,0.25,0.0,Normal
55.39,53.04,55.04,73.67,72.98,68.79,0.42,0.11,1.0,0.1,0.39,0.0,Normal
56.8,53.04,56.51,64.81,65.22,70.5,0.49,1.0,0.0,0.9,0.32,0.0,Normal
72.9,72.5,72.5,54.92,74.15,72.63,0.1,0.15,1.0,0.1,0.0,0.21,Normal
57.59,53.04,57.9,65.86,66.01,70.56,0.44,1.0,0.0,0.9,0.3,0.0,Normal
70.76,53.04,72.5,63.57,65.74,76.15,0.22,1.0,0.0,0.9,0.0,0.0,Normal
54.19,53.04,55.04,71.69,70.83,70.56,0.3,1.0,0.0,0.9,0.32,0.0,Normal
54.7,53.04,55.04,69.11,68.99,71.01,0.3,1.0,0.0,0.9,0.32,0.0,Normal
72.6,70.93,72.5,55.95,76.94,75.26,0.1,0.15,1.0,0.1,0.01,0.1,Normal
64.82,53.04,65.63,68.57,68.63,69.89,0.27,1.0,0.0,0.9,0.22,0.0,Normal
58.26,53.04,56.29,68.49,68.53,72.66,0.38,1.0,0.0,0.9,0.31,0.0,Normal
54.1,53.04,55.39,69.42,69.16,71.08,0.27,1.0,0.0,0.9,0.28,0.0,Normal
