Supply Air Temperature,Supply Air Temperature Heating Set Point,Supply Air Temperature Cooling Set Point,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Exhaust Air Damper Control Signal,Cooling Coil Valve Control Signal,Heating Coil Valve Control Signal,fault type
56.21,53.04,55.04,84.7,76.12,69.82,0.5,0.1,1,0.1,0.43,0,F1
55.82,53.04,55.04,85.16,75.99,69.62,0.5,0.1,1,0.1,0.41,0,F1
55.47,53.04,55.04,84.85,75.86,69.43,0.5,0.1,1,0.1,0.4,0,F1
55.11,53.04,55.04,85.13,75.71,69.22,0.5,0.1,1,0.1,0.38,0,F1
54.8,53.04,55.04,85.04,75.57,69.04,0.5,0.1,1,0.1,0.37,0,F1
54.5,53.04,55.04,84.43,75.41,68.83,0.5,0.1,1,0.1,0.35,0,F1
54.23,53.04,55.04,84.22,75.24,68.63,0.5,0.1,1,0.1,0.34,0,F1
54.02,53.04,55.04,84.21,75.12,68.5,0.5,0.1,1,0.1,0.33,0,F1
53.78,53.04,55.04,84.1,74.99,68.36,0.5,0.1,1,0.1,0.32,0,F1
53.59,53.04,55.04,83.96,74.88,68.17,0.5,0.1,1,0.1,0.31,0,F1
53.41,53.04,55.04,84.33,74.72,67.96,0.5,0.1,1,0.1,0.3,0,F1
53.26,53.04,55.04,84.15,74.55,67.76,0.5,0.1,1,0.1,0.29,0,F1
53.19,53.04,55.04,84.11,74.44,67.65,0.5,0.1,1,0.1,0.28,0,F1
53.12,53.04,55.04,83.75,74.35,67.51,0.5,0.1,1,0.1,0.28,0,F1
53.12,53.04,55.04,83.64,74.23,67.43,0.5,0.1,1,0.1,0.27,0,F1
53.25,53.04,55.04,83.57,74.16,67.32,0.5,0.1,1,0.1,0.27,0,F1
53.49,53.04,55.04,83.63,74.09,67.24,0.5,0.1,1,0.1,0.28,0,F1
53.78,53.04,55.04,84.01,74.08,67.22,0.5,0.1,1,0.1,0.29,0,F1
54.09,53.04,55.04,84.04,74.11,67.24,0.5,0.1,1,0.1,0.3,0,F1
54.45,53.04,55.04,84.53,74.16,67.25,0.5,0.1,1,0.1,0.32,0,F1
54.85,53.04,55.04,84.57,74.18,67.24,0.5,0.1,1,0.1,0.33,0,F1
55.24,53.04,55.04,84.04,74.25,67.33,0.5,0.1,1,0.1,0.35,0,F1
55.6,53.04,55.04,84.71,74.33,67.43,0.5,0.1,1,0.1,0.37,0,F1
55.97,53.04,55.04,85.32,74.46,67.61,0.5,0.1,1,0.1,0.39,0,F1
56.36,53.04,55.04,85.4,74.5,67.68,0.5,0.1,1,0.1,0.4,0,F1
56.74,53.04,55.04,84.83,74.61,67.82,0.5,0.1,1,0.1,0.42,0,F1
57.12,53.04,55.04,84.85,74.7,67.95,0.5,0.1,1,0.1,0.44,0,F1
57.5,53.04,55.04,84.93,74.8,68.1,0.5,0.1,1,0.1,0.46,0,F1
57.88,53.04,55.04,84.31,74.82,68.19,0.5,0.1,1,0.1,0.48,0,F1
58.23,53.04,55.04,85.04,75.01,68.38,0.5,0.1,1,0.1,0.5,0,F1
58.59,53.04,55.04,84.86,75.11,68.52,0.5,0.1,1,0.1,0.52,0,F1
58.94,53.04,55.04,85.21,75.26,68.66,0.5,0.1,1,0.1,0.54,0,F1
59.3,53.04,55.04,85.6,75.42,68.87,0.5,0.1,1,0.1,0.56,0,F1
59.66,53.04,55.04,85.24,75.58,69.08,0.5,0.1,1,0.1,0.58,0,F1
59.99,53.04,55.04,85.06,75.65,69.27,0.5,0.1,1,0.1,0.6,0,F1
60.35,53.04,55.04,84.66,75.73,69.39,0.5,0.1,1,0.1,0.62,0,F1
60.7,53.04,55.04,85.36,75.85,69.58,0.5,0.1,1,0.1,0.64,0,F1
60.92,53.04,55.04,85.27,76.08,69.78,0.5,0.1,1,0.1,0.66,0,F1
60.82,53.04,55.04,86.11,76.2,69.9,0.5,0.1,1,0.1,0.67,0,F1
60.47,53.04,55.04,85.37,76.27,70,0.5,0.1,1,0.1,0.66,0,F1
59.99,53.04,55.04,85.74,76.33,70.06,0.5,0.1,1,0.1,0.65,0,F1
59.45,53.04,55.04,85.52,76.32,70.02,0.5,0.1,1,0.1,0.63,0,F1
58.94,53.04,55.04,85.73,76.3,69.99,0.5,0.1,1,0.1,0.61,0,F1
58.42,53.04,55.04,85.57,76.28,69.9,0.5,0.1,1,0.1,0.6,0,F1
57.91,53.04,55.04,85.73,76.25,69.8,0.5,0.1,1,0.1,0.58,0,F1
57.42,53.04,55.04,86.08,76.23,69.67,0.5,0.1,1,0.1,0.56,0,F1
56.93,53.04,55.04,86.16,76.11,69.56,0.5,0.1,1,0.1,0.54,0,F1
56.48,53.04,55.04,85.51,75.98,69.39,0.5,0.1,1,0.1,0.52,0,F1
56.07,53.04,55.04,85.82,75.87,69.2,0.5,0.1,1,0.1,0.5,0,F1
55.67,53.04,55.04,86.25,75.76,69.01,0.5,0.1,1,0.1,0.48,0,F1
55.29,53.04,55.04,86.61,75.67,68.86,0.5,0.1,1,0.1,0.47,0,F1
54.93,53.04,55.04,86.38,75.56,68.68,0.5,0.1,1,0.1,0.45,0,F1
54.62,53.04,55.04,86.15,75.44,68.52,0.5,0.1,1,0.1,0.44,0,F1
54.34,53.04,55.04,86.13,75.33,68.4,0.5,0.1,1,0.1,0.42,0,F1
54.05,53.04,55.04,85.82,75.29,68.29,0.5,0.1,1,0.1,0.41,0,F1
53.81,53.04,55.04,86.39,75.21,68.13,0.5,0.1,1,0.1,0.4,0,F1
53.54,53.04,55.04,86.02,75.09,67.99,0.5,0.1,1,0.1,0.38,0,F1
53.31,53.04,55.04,85.31,74.9,67.84,0.5,0.1,1,0.1,0.37,0,F1
53.09,53.04,55.04,85.35,74.76,67.71,0.5,0.1,1,0.1,0.36,0,F1
52.91,53.04,55.04,86.04,74.72,67.61,0.5,0.1,1,0.1,0.35,0,F1
52.74,53.04,55.04,86.66,74.69,67.38,0.5,0.1,1,0.1,0.34,0,F1
52.6,53.04,55.04,87.52,74.66,67.26,0.5,0.1,1,0.1,0.33,0,F1
52.52,53.04,55.04,87.18,74.58,67.1,0.5,0.1,1,0.1,0.32,0,F1
52.6,53.04,55.04,85.95,74.39,66.98,0.5,0.1,1,0.1,0.32,0,F1
52.81,53.04,55.04,85.46,74.26,66.93,0.5,0.1,1,0.1,0.33,0,F1
53.1,53.04,55.04,85.94,74.3,66.98,0.5,0.1,1,0.1,0.33,0,F1
53.43,53.04,55.04,85.99,74.3,66.93,0.5,0.1,1,0.1,0.35,0,F1
53.78,53.04,55.04,85.4,74.35,67,0.5,0.1,1,0.1,0.36,0,F1
54.14,53.04,55.04,85.87,74.34,67.03,0.5,0.1,1,0.1,0.37,0,F1
54.5,53.04,55.04,85.99,74.32,67.06,0.5,0.1,1,0.1,0.39,0,F1
54.84,53.04,55.04,85.52,74.34,67.06,0.5,0.1,1,0.1,0.4,0,F1
55.19,53.04,55.04,86.17,74.42,67.16,0.5,0.1,1,0.1,0.42,0,F1
55.57,53.04,55.04,86.05,74.49,67.3,0.5,0.1,1,0.1,0.44,0,F1
55.94,53.04,55.04,85.41,74.52,67.41,0.5,0.1,1,0.1,0.45,0,F1
56.31,53.04,55.04,84.95,74.58,67.56,0.5,0.1,1,0.1,0.47,0,F1
56.68,53.04,55.04,85.02,74.65,67.67,0.5,0.1,1,0.1,0.49,0,F1
57.03,53.04,55.04,85.53,74.73,67.77,0.5,0.1,1,0.1,0.51,0,F1
57.4,53.04,55.04,86.01,74.86,67.9,0.5,0.1,1,0.1,0.53,0,F1
57.77,53.04,55.04,86.41,74.92,68,0.5,0.1,1,0.1,0.55,0,F1
58.12,53.04,55.04,86.45,75,68.09,0.5,0.1,1,0.1,0.56,0,F1
58.5,53.04,55.04,85.79,75.03,68.19,0.5,0.1,1,0.1,0.58,0,F1
58.87,53.04,55.04,85.76,75.18,68.33,0.5,0.1,1,0.1,0.6,0,F1
59.25,53.04,55.04,85.95,75.25,68.47,0.5,0.1,1,0.1,0.62,0,F1
59.62,53.04,55.04,85.02,75.31,68.59,0.5,0.1,1,0.1,0.65,0,F1
60.01,53.04,55.04,85.39,75.43,68.77,0.5,0.1,1,0.1,0.67,0,F1
60.4,53.04,55.04,85.51,75.57,68.95,0.5,0.1,1,0.1,0.69,0,F1
60.75,53.04,55.04,85.98,75.73,69.16,0.5,0.1,1,0.1,0.71,0,F1
60.89,53.04,55.04,85.8,75.83,69.31,0.5,0.1,1,0.1,0.73,0,F1
60.72,53.04,55.04,85.91,75.97,69.44,0.5,0.1,1,0.1,0.74,0,F1
60.34,53.04,55.04,86.15,76.04,69.54,0.5,0.1,1,0.1,0.73,0,F1
59.82,53.04,55.04,85.93,76.09,69.6,0.5,0.1,1,0.1,0.71,0,F1
59.29,53.04,55.04,86.07,76.11,69.59,0.5,0.1,1,0.1,0.69,0,F1
58.76,53.04,55.04,85.27,76,69.5,0.5,0.1,1,0.1,0.67,0,F1
58.25,53.04,55.04,85.73,75.89,69.42,0.5,0.1,1,0.1,0.65,0,F1
57.75,53.04,55.04,85.64,75.87,69.28,0.5,0.1,1,0.1,0.64,0,F1
57.27,53.04,55.04,86.45,75.86,69.19,0.5,0.1,1,0.1,0.62,0,F1
56.82,53.04,55.04,86.25,75.86,69.04,0.5,0.1,1,0.1,0.6,0,F1
56.39,53.04,55.04,86.81,75.79,68.9,0.5,0.1,1,0.1,0.58,0,F1
55.97,53.04,55.04,86.96,75.68,68.69,0.5,0.1,1,0.1,0.56,0,F1
55.57,53.04,55.04,86.9,75.51,68.48,0.5,0.1,1,0.1,0.55,0,F1
55.19,53.04,55.04,86.29,75.37,68.32,0.5,0.1,1,0.1,0.53,0,F1
54.83,53.04,55.04,86.52,75.26,68.15,0.5,0.1,1,0.1,0.51,0,F1
54.47,53.04,55.04,86.34,75.03,67.84,0.5,0.1,1,0.1,0.5,0,F1
54.13,53.04,55.04,86.57,74.87,67.6,0.5,0.1,1,0.1,0.48,0,F1
53.82,53.04,55.04,86.6,74.71,67.4,0.5,0.1,1,0.1,0.47,0,F1
53.51,53.04,55.04,86.41,74.63,67.25,0.5,0.1,1,0.1,0.45,0,F1
53.23,53.04,55.04,86.62,74.55,67.12,0.5,0.1,1,0.1,0.44,0,F1
52.95,53.04,55.04,86.95,74.47,66.97,0.5,0.1,1,0.1,0.42,0,F1
52.69,53.04,55.04,86.68,74.35,66.8,0.5,0.1,1,0.1,0.41,0,F1
52.44,53.04,55.04,86.78,74.21,66.6,0.5,0.1,1,0.1,0.39,0,F1
52.22,53.04,55.04,86.33,74.05,66.45,0.48,0.1,1,0.1,0.38,0,F1
52.05,53.04,55.04,86.59,73.99,66.4,0.47,0.1,1,0.1,0.37,0,F1
52.03,53.04,55.04,86.46,73.95,66.34,0.46,0.1,1,0.1,0.36,0,F1
52.13,53.04,55.04,86.45,73.96,66.39,0.45,0.11,1,0.1,0.36,0,F1
52.32,53.04,55.04,86.68,73.99,66.43,0.44,0.11,1,0.1,0.37,0,F1
52.53,53.04,55.04,86.53,74.01,66.5,0.43,0.11,1,0.1,0.37,0,F1
52.76,53.04,55.04,86.44,74.1,66.69,0.41,0.11,1,0.1,0.38,0,F1
52.97,53.04,55.04,86.17,74.22,66.82,0.41,0.11,1,0.1,0.39,0,F1
53.18,53.04,55.04,85.85,74.32,67.01,0.39,0.11,1,0.1,0.39,0,F1
53.41,53.04,55.04,85.67,74.37,67.19,0.38,0.11,1,0.1,0.4,0,F1
53.62,53.04,55.04,86.07,74.49,67.41,0.37,0.12,1,0.1,0.41,0,F1
53.86,53.04,55.04,86,74.62,67.61,0.37,0.12,1,0.1,0.42,0,F1
54.09,53.04,55.04,85.98,74.71,67.8,0.36,0.12,1,0.1,0.43,0,F1
54.33,53.04,55.04,86.12,74.86,68.01,0.36,0.12,1,0.1,0.44,0,F1
54.57,53.04,55.04,85.77,74.95,68.17,0.36,0.12,1,0.1,0.45,0,F1
54.81,53.04,55.04,86.23,75.1,68.35,0.35,0.12,1,0.1,0.46,0,F1
55.07,53.04,55.04,86.02,75.17,68.47,0.36,0.12,1,0.1,0.47,0,F1
55.33,53.04,55.04,86.07,75.31,68.68,0.36,0.12,1,0.1,0.48,0,F1
55.61,53.04,55.04,86.3,75.45,68.82,0.37,0.12,1,0.1,0.49,0,F1
55.91,53.04,55.04,86.46,75.55,68.92,0.37,0.12,1,0.1,0.5,0,F1
56.21,53.04,55.04,86.56,75.63,69.01,0.38,0.11,1,0.1,0.52,0,F1
56.5,53.04,55.04,86.94,75.7,69.12,0.39,0.11,1,0.1,0.53,0,F1
56.8,53.04,55.04,86.59,75.79,69.21,0.4,0.11,1,0.1,0.55,0,F1
57.1,53.04,55.04,86.24,75.86,69.33,0.41,0.11,1,0.1,0.56,0,F1
57.42,53.04,55.04,85.8,75.83,69.36,0.41,0.11,1,0.1,0.58,0,F1
57.75,53.04,55.04,85.88,75.88,69.41,0.42,0.11,1,0.1,0.6,0,F1
58.08,53.04,55.04,86.7,75.95,69.45,0.43,0.11,1,0.1,0.62,0,F1
58.41,53.04,55.04,86.29,76.02,69.48,0.44,0.11,1,0.1,0.63,0,F1
58.77,53.04,55.04,86.05,75.98,69.5,0.45,0.11,1,0.1,0.65,0,F1
59.13,53.04,55.04,86.28,76,69.53,0.46,0.11,1,0.1,0.67,0,F1
59.54,53.04,55.04,86.21,76.01,69.51,0.47,0.1,1,0.1,0.7,0,F1
59.92,53.04,55.04,86.01,76,69.45,0.48,0.1,1,0.1,0.72,0,F1
60.33,53.04,55.04,86.66,76.06,69.46,0.48,0.1,1,0.1,0.74,0,F1
60.6,53.04,55.04,86.45,76.1,69.49,0.49,0.1,1,0.1,0.76,0,F1
60.59,53.04,55.04,86.76,76.22,69.53,0.5,0.1,1,0.1,0.77,0,F1
60.33,53.04,55.04,86.93,76.2,69.59,0.5,0.1,1,0.1,0.77,0,F1
59.91,53.04,55.04,86.8,76.15,69.57,0.5,0.1,1,0.1,0.76,0,F1
59.42,53.04,55.04,87.02,76.14,69.54,0.5,0.1,1,0.1,0.75,0,F1
58.91,53.04,55.04,86.88,76.19,69.51,0.5,0.1,1,0.1,0.73,0,F1
58.41,53.04,55.04,86.07,76.04,69.4,0.5,0.1,1,0.1,0.71,0,F1
57.93,53.04,55.04,86.37,75.98,69.3,0.5,0.1,1,0.1,0.69,0,F1
57.44,53.04,55.04,86.36,75.92,69.14,0.5,0.1,1,0.1,0.67,0,F1
56.98,53.04,55.04,86.5,75.88,68.98,0.5,0.1,1,0.1,0.65,0,F1
56.54,53.04,55.04,86.54,75.67,68.79,0.5,0.1,1,0.1,0.64,0,F1
56.11,53.04,55.04,86.32,75.52,68.6,0.5,0.1,1,0.1,0.62,0,F1
55.7,53.04,55.04,86.33,75.36,68.4,0.5,0.1,1,0.1,0.6,0,F1
55.3,53.04,55.04,86.29,75.21,68.18,0.5,0.1,1,0.1,0.58,0,F1
54.93,53.04,55.04,86.3,75.09,67.96,0.5,0.1,1,0.1,0.57,0,F1
54.56,53.04,55.04,86.06,74.94,67.74,0.5,0.1,1,0.1,0.55,0,F1
54.21,53.04,55.04,86.4,74.76,67.53,0.5,0.1,1,0.1,0.53,0,F1
53.87,53.04,55.04,86.35,74.61,67.29,0.5,0.1,1,0.1,0.52,0,F1
53.55,53.04,55.04,86.15,74.5,67.11,0.5,0.1,1,0.1,0.5,0,F1
53.27,53.04,55.04,87.12,74.42,66.99,0.5,0.1,1,0.1,0.49,0,F1
52.96,53.04,55.04,86.96,74.31,66.84,0.5,0.1,1,0.1,0.47,0,F1
52.67,53.04,55.04,86.28,74.15,66.63,0.49,0.1,1,0.1,0.46,0,F1
52.36,53.04,55.04,86.86,74.03,66.43,0.48,0.1,1,0.1,0.44,0,F1
52.04,53.04,55.04,86.86,73.97,66.37,0.46,0.1,1,0.1,0.42,0,F1
51.75,53.04,55.04,86.66,73.94,66.33,0.45,0.11,1,0.1,0.41,0,F1
51.56,53.04,55.04,86.8,73.97,66.34,0.43,0.11,1,0.1,0.39,0,F1
51.51,53.04,55.04,86.74,73.98,66.35,0.42,0.11,1,0.1,0.38,0,F1
51.56,53.04,55.04,87.43,74.06,66.43,0.4,0.11,1,0.1,0.38,0,F1
51.66,53.04,55.04,87.25,74.15,66.56,0.38,0.11,1,0.1,0.38,0,F1
51.82,53.04,55.04,86.65,74.2,66.77,0.37,0.12,1,0.1,0.38,0,F1
52.02,53.04,55.04,86.4,74.31,67.01,0.36,0.12,1,0.1,0.39,0,F1
52.21,53.04,55.04,86.78,74.43,67.22,0.34,0.12,1,0.1,0.39,0,F1
52.39,53.04,55.04,86.67,74.56,67.43,0.33,0.12,1,0.1,0.4,0,F1
52.59,53.04,55.04,86.57,74.66,67.58,0.32,0.12,1,0.1,0.4,0,F1
