Supply Air Temperature,Supply Air Temperature Heating Set Point,Supply Air Temperature Cooling Set Point,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Exhaust Air Damper Control Signal,Cooling Coil Valve Control Signal,Heating Coil Valve Control Signal,fault type
87.12,53.04,55.04,69.85,70.98,83.85,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.39,53.04,55.04,65.77,67.7,84.17,0.5,1.0,0.0,0.9,1.0,0.0,F2
87.34,53.04,55.04,71.7,72.57,85.33,0.5,1.0,0.0,0.9,1.0,0.0,F2
77.64,53.04,55.04,74.6,84.37,83.8,0.5,0.1,1.0,0.1,1.0,0.0,F2
73.84,53.04,55.04,77.36,83.06,81.44,0.5,0.1,1.0,0.1,1.0,0.0,F2
82.48,53.04,55.04,64.08,66.63,84.14,0.5,1.0,0.0,0.9,1.0,0.0,F2
78.79,53.04,55.04,70.2,70.83,82.35,0.5,1.0,0.0,0.9,1.0,0.0,F2
80.22,53.04,55.04,77.66,84.55,83.51,0.5,0.1,1.0,0.1,1.0,0.0,F2
82.52,53.04,55.04,64.83,66.85,84.16,0.5,1.0,0.0,0.9,1.0,0.0,F2
82.23,53.04,55.04,65.3,67.48,84.1,0.5,1.0,0.0,0.9,1.0,0.0,F2
83.13,53.04,55.04,63.09,65.41,82.78,0.5,1.0,0.0,0.9,1.0,0.0,F2
89.74,53.04,55.04,74.95,88.4,89.54,0.5,0.1,1.0,0.1,1.0,0.0,F2
72.86,53.04,55.04,78.32,82.43,80.21,0.5,0.1,1.0,0.1,1.0,0.0,F2
80.19,53.04,55.04,75.41,84.45,84.06,0.5,0.1,1.0,0.1,1.0,0.0,F2
77.0,53.04,55.04,66.3,67.82,83.73,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.68,53.04,55.04,64.52,66.84,86.2,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.13,53.04,55.04,64.76,66.8,85.32,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.84,53.04,55.04,64.48,66.43,84.95,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.4,53.04,55.04,62.24,64.86,83.5,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.74,53.04,55.04,60.39,62.6,82.11,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.51,53.04,55.04,65.28,67.15,85.85,0.5,1.0,0.0,0.9,1.0,0.0,F3
78.88,53.04,55.04,65.79,67.51,83.49,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.09,53.04,55.04,58.9,61.28,80.64,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.44,53.04,55.04,63.5,65.6,83.59,0.5,1.0,0.0,0.9,1.0,0.0,F3
79.24,53.04,55.04,66.51,68.16,83.57,0.5,1.0,0.0,0.9,1.0,0.0,F3
85.62,53.04,55.04,65.04,67.25,86.0,0.5,1.0,0.0,0.9,1.0,0.0,F3
76.27,53.04,55.04,65.82,67.84,83.99,0.5,1.0,0.0,0.9,1.0,0.0,F3
83.64,53.04,55.04,61.36,63.94,83.33,0.5,1.0,0.0,0.9,1.0,0.0,F3
84.21,53.04,55.04,62.64,64.87,84.03,0.5,1.0,0.0,0.9,1.0,0.0,F3
82.97,53.04,55.04,59.07,61.29,80.55,0.5,1.0,0.0,0.9,1.0,0.0,F3
102.89,54.47,72.5,58.77,63.86,79.5,0.1,1.0,0.0,0.9,1.0,0.0,F3
76.58,53.04,55.04,66.09,68.13,85.41,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.16,53.04,55.04,65.25,67.18,83.71,0.5,1.0,0.0,0.9,1.0,0.0,F3
80.48,53.04,55.04,66.52,68.2,84.2,0.5,1.0,0.0,0.9,1.0,0.0,F3
77.95,53.04,55.04,64.16,66.57,84.22,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.94,53.04,55.04,57.54,60.05,79.29,0.5,1.0,0.0,0.9,1.0,0.0,F4
73.16,53.04,55.04,68.14,69.6,84.59,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.41,53.04,55.04,66.31,68.15,85.83,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.38,53.04,55.04,68.16,70.17,85.66,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.92,53.04,55.04,65.49,67.24,85.02,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.12,53.04,55.04,62.35,64.26,83.34,0.5,1.0,0.0,0.9,1.0,0.0,F4
81.04,53.04,55.04,60.12,62.39,81.78,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.79,53.04,55.04,68.61,70.26,86.8,0.5,1.0,0.0,0.9,1.0,0.0,F4
74.49,53.04,55.04,67.3,69.15,85.32,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.2,53.04,55.04,62.52,64.94,82.67,0.5,1.0,0.0,0.9,1.0,0.0,F4
72.65,53.04,55.04,66.67,68.57,83.26,0.5,1.0,0.0,0.9,1.0,0.0,F4
84.35,53.04,55.04,65.7,67.6,85.73,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.45,53.04,55.04,64.9,66.82,84.44,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.33,53.04,55.04,56.65,59.36,79.3,0.5,1.0,0.0,0.9,1.0,0.0,F4
76.87,53.04,55.04,64.22,66.94,85.57,0.5,1.0,0.0,0.9,1.0,0.0,F4
80.49,53.04,55.04,59.55,61.82,79.86,0.5,1.0,0.0,0.9,1.0,0.0,F4
82.58,53.04,55.04,63.05,65.17,83.75,0.5,1.0,0.0,0.9,1.0,0.0,F4
79.23,53.04,55.04,68.13,69.5,84.55,0.5,1.0,0.0,0.9,1.0,0.0,F4
83.22,53.04,55.04,68.48,70.06,85.94,0.5,1.0,0.0,0.9,1.0,0.0,F4
69.7,53.04,72.5,61.3,65.68,74.64,0.22,1.0,0.0,0.9,0.0,0.0,F5
72.56,65.16,72.5,61.94,74.38,74.9,0.1,0.7,0.34,0.63,0.0,0.0,F5
65.38,53.04,72.5,62.32,64.42,72.91,0.32,1.0,0.0,0.9,0.0,0.0,F5
65.17,53.04,63.82,62.93,65.46,74.34,0.5,1.0,0.0,0.9,0.22,0.0,F5
66.33,53.04,72.5,63.36,65.41,74.86,0.47,1.0,0.0,0.9,0.0,0.0,F5
55.96,53.04,55.04,68.09,68.57,72.19,0.45,1.0,0.0,0.9,0.42,0.0,F5
60.3,53.04,65.73,64.35,65.47,70.21,0.44,1.0,0.0,0.9,0.01,0.0,F5
63.8,53.04,63.58,63.84,65.86,73.9,0.5,1.0,0.0,0.9,0.23,0.0,F5
63.45,53.04,63.72,63.27,65.76,73.92,0.5,1.0,0.0,0.9,0.21,0.0,F5
64.07,53.04,64.53,64.13,65.96,73.93,0.5,1.0,0.0,0.9,0.2,0.0,F5
56.43,53.04,55.04,68.29,68.48,72.27,0.45,1.0,0.0,0.9,0.42,0.0,F5
65.41,53.04,72.5,61.67,64.18,72.38,0.32,1.0,0.0,0.9,0.0,0.0,F5
65.73,53.04,72.5,61.37,64.18,72.53,0.33,1.0,0.0,0.9,0.0,0.0,F5
55.27,53.04,55.04,67.97,68.18,70.7,0.47,1.0,0.0,0.9,0.44,0.0,F5
55.08,53.04,55.04,68.08,68.29,71.31,0.48,1.0,0.0,0.9,0.39,0.0,F5
67.46,53.04,69.06,63.63,66.11,75.03,0.5,1.0,0.0,0.9,0.0,0.0,F5
55.35,53.04,55.04,68.41,68.38,70.98,0.5,1.0,0.0,0.9,0.43,0.0,F5
66.09,53.04,72.5,62.83,65.12,74.96,0.46,1.0,0.0,0.9,0.0,0.0,F5
64.43,53.04,63.08,65.24,66.85,74.2,0.47,1.0,0.0,0.9,0.3,0.0,F5
55.66,53.04,55.04,67.79,68.13,71.01,0.5,1.0,0.0,0.9,0.44,0.0,F5
66.64,53.04,69.2,66.15,66.72,70.21,0.38,1.0,0.0,0.9,0.12,0.0,F6
68.02,53.04,72.5,59.61,61.93,76.98,0.29,1.0,0.0,0.9,0.0,0.0,F6
55.04,53.04,55.04,69.12,69.08,70.66,0.4,1.0,0.0,0.9,0.37,0.0,F6
56.7,53.04,55.04,68.39,68.3,71.81,0.39,1.0,0.0,0.9,0.35,0.0,F6
63.84,53.04,72.5,61.23,62.46,74.82,0.38,1.0,0.0,0.9,0.0,0.0,F6
66.45,53.04,68.73,66.87,67.16,70.09,0.34,1.0,0.0,0.9,0.14,0.0,F6
55.35,53.04,55.04,71.78,71.26,70.85,0.39,1.0,0.0,0.9,0.39,0.0,F6
72.49,72.5,72.5,56.0,73.86,72.49,0.1,0.15,1.0,0.1,0.0,0.23,F6
66.53,53.04,59.4,66.66,66.95,73.53,0.45,1.0,0.0,0.9,0.43,0.0,F6
63.87,53.04,72.5,60.84,62.14,75.37,0.37,1.0,0.0,0.9,0.0,0.0,F6
59.52,53.04,56.67,68.15,67.73,72.69,0.39,1.0,0.0,0.9,0.29,0.0,F6
72.56,72.5,72.5,55.78,73.76,72.48,0.1,0.15,1.0,0.1,0.0,0.23,F6
72.27,72.5,72.5,56.75,73.81,72.56,0.1,0.15,1.0,0.1,0.0,0.25,F6
54.24,53.04,55.04,71.61,70.98,71.28,0.3,1.0,0.0,0.9,0.32,0.0,F6
66.2,53.04,72.5,59.56,61.75,76.78,0.33,1.0,0.0,0.9,0.0,0.0,F6
65.23,53.04,72.5,59.62,61.61,76.39,0.35,1.0,0.0,0.9,0.0,0.0,F6
64.77,53.04,72.5,62.64,63.64,72.71,0.47,1.0,0.0,0.9,0.0,0.0,F6
55.35,53.04,55.04,68.85,68.87,70.57,0.42,1.0,0.0,0.9,0.38,0.0,F6
54.92,53.04,55.04,71.13,70.84,70.76,0.35,1.0,0.0,0.9,0.37,0.0,F6
55.78,53.04,55.04,69.03,69.04,71.06,0.4,1.0,0.0,0.9,0.38,0.0,F6
52.62,53.04,72.5,63.52,71.54,70.43,0.24,0.13,1.0,0.1,0.0,0.28,F7
53.15,53.04,72.5,64.41,70.84,68.73,0.36,0.12,1.0,0.1,0.0,0.27,F7
53.65,53.04,72.5,63.2,71.28,69.61,0.32,0.12,1.0,0.1,0.0,0.23,F7
59.24,55.6,72.5,58.03,76.92,77.71,0.1,0.27,0.86,0.21,0.0,0.0,F7
74.36,72.5,72.5,53.62,72.59,71.81,0.1,0.15,1.0,0.1,0.0,0.14,F7
70.33,72.5,72.5,55.64,74.36,72.72,0.1,0.15,1.0,0.1,0.0,0.36,F7
53.17,53.04,72.5,63.97,70.88,69.12,0.31,0.12,1.0,0.1,0.0,0.26,F7
53.15,53.04,72.5,63.36,71.26,69.61,0.33,0.12,1.0,0.1,0.0,0.25,F7
53.03,53.04,72.5,61.71,71.25,70.14,0.3,0.13,1.0,0.1,0.0,0.25,F7
50.87,53.04,72.5,59.15,71.66,71.39,0.22,0.14,1.0,0.1,0.0,0.27,F7
53.55,53.04,72.5,64.36,70.62,68.57,0.35,0.12,1.0,0.1,0.0,0.23,F7
53.03,53.04,72.5,62.58,72.36,71.75,0.19,0.14,1.0,0.1,0.0,0.25,F7
57.29,53.04,72.5,58.45,75.77,77.8,0.14,0.29,0.83,0.24,0.0,0.0,F7
53.65,53.04,72.5,62.2,72.35,71.86,0.19,0.14,1.0,0.1,0.0,0.23,F7
53.77,53.92,72.5,61.75,72.77,71.54,0.1,0.15,1.0,0.1,0.0,0.23,F7
72.26,72.5,72.5,54.69,73.01,71.95,0.1,0.15,1.0,0.1,0.0,0.29,F7
52.4,53.04,72.5,64.46,70.75,68.73,0.35,0.12,1.0,0.1,0.0,0.31,F7
52.94,53.04,72.5,62.54,72.39,71.83,0.19,0.14,1.0,0.1,0.0,0.27,F7
54.06,53.56,72.5,62.51,71.53,70.64,0.1,0.15,1.0,0.1,0.0,0.21,F7
53.34,53.04,72.5,64.58,70.69,68.67,0.36,0.12,1.0,0.1,0.0,0.25,F7
58.06,53.04,55.78,68.84,68.72,72.46,0.34,1.0,0.0,0.9,0.34,0.0,Normal
54.31,53.04,55.04,72.02,72.18,67.99,0.44,0.11,1.0,0.1,0.38,0.0,Normal
72.54,72.5,72.5,53.67,73.91,71.76,0.1,0.15,1.0,0.1,0.0,0.22,Normal
66.2,53.04,72.5,57.03,59.84,76.97,0.32,1.0,0.0,0.9,0.0,0.0,Normal
63.95,53.04,72.5,61.66,62.71,69.66,0.4,1.0,0.0,0.9,0.0,0.0,Normal
56.6,53.04,56.6,65.8,66.09,70.71,0.46,1.0,0.0,0.9,0.33,0.0,Normal
57.89,53.04,57.81,66.79,66.47,70.78,0.42,1.0,0.0,0.9,0.32,0.0,Normal
72.54,72.5,72.5,54.35,73.64,72.0,0.1,0.15,1.0,0.1,0.0,0.24,Normal
72.72,72.5,72.5,55.51,74.75,73.1,0.1,0.15,1.0,0.1,0.0,0.21,Normal
72.56,72.5,72.5,59.13,74.3,72.04,0.1,0.15,1.0,0.1,0.0,0.23,Normal
55.54,53.04,55.04,73.78,73.12,68.73,0.44,0.11,1.0,0.1,0.41,0.0,Normal
72.33,72.5,72.5,59.82,73.86,72.05,0.1,0.15,1.0,0.1,0.0,0.25,Normal
63.78,53.04,72.21,62.5,63.08,72.13,0.5,1.0,0.0,0.9,0.0,0.0,Normal
59.43,53.04,62.2,69.68,69.29,69.99,0.25,1.0,0.0,0.9,0.15,0.0,Normal
54.9,53.04,55.04,70.24,69.18,68.13,0.41,1.0,0.0,0.9,0.39,0.0,Normal
65.59,53.04,67.28,68.58,68.51,70.27,0.29,1.0,0.0,0.9,0.16,0.0,Normal
54.93,53.04,55.04,70.01,69.77,71.1,0.3,1.0,0.0,0.9,0.34,0.0,Normal
56.02,53.04,55.04,69.64,69.62,71.83,0.38,1.0,0.0,0.9,0.36,0.0,Normal
57.79,53.04,56.71,64.98,65.48,70.53,0.47,1.0,0.0,0.9,0.37,0.0,Normal
54.45,53.04,55.04,73.59,72.52,67.98,0.46,0.1,1.0,0.1,0.38,0.0,Normal
